,ARO_BUSSTOP_ID,BUSSTOP_ENG_NM,BUSSTOP_NM,BUS_NODE_ID,GPS_LATI,GPS_LONG,ROUTE_NO
2400,['51770'],['Hankook Tire Back Gate'],['한국타이어후문'],['8002892'],['36.449642'],['127.416084'],"[' 701, 704, 705, 72-1, 72-2, 73, 75']"
2401,['11640'],['Daejeon Polytechnic Colleges'],['한국폴리텍대학'],['8002893'],['36.350567'],['127.452126'],"[' 103, 105, 106, 311, 613, 620']"
2402,['11650'],['Daejeon Polytechnic Colleges'],['한국폴리텍대학'],['8002894'],['36.350624'],['127.45245'],"[' 103, 105, 106, 311, 613, 620']"
2403,['43100'],['Korea Research Institute of Standards&Science'],['한국표준과학연구원'],['8002895'],['36.385334'],['127.373116'],"[' 1, 318, 606']"
2404,['43120'],['Korea Research Institute of Standards&Science'],['한국표준과학연구원'],['8002896'],['36.38567'],['127.373116'],"[' 1, 318, 606']"
2405,['42790'],['Korea Aerospace Research Institute Entrance'],['한국항공우주연구원'],['8002897'],['36.37865'],['127.357735'],[' 604']
2406,['42800'],['Korea Aerospace Research Institute'],['한국항공우주연구원'],['8002886'],['36.378883'],['127.35778'],[' 604']
2407,['43060'],['Korea Research Institute of Chemical Technology'],['한국화학연구원'],['8002900'],['36.385452'],['127.35847'],"[' 121, 604, 606, 704, 912']"
2408,['22480'],['Changmyeong Apt.'],['한국효문화진흥원'],['8002682'],['36.285282'],['127.3804'],"[' 312, 313']"
2409,"['22490', '22490']","['Changmyeong Apt.', 'Changmyeong Apt.']","['창명빌라', '한국효문화진흥원']","['9002683', '8002683']","['36.285664', '36.284946']","['127.38008', '127.381836']","[' 312, 313', ' 312, 313']"
2410,['44080'],['Hannam University Daedeok Valley Campus'],['한남대대덕캠퍼스'],['8005599'],['36.4007'],['127.39162'],[' 918']
2411,['44090'],['Hannam University Daedeok Valley Campus'],['한남대대덕캠퍼스'],['8005600'],['36.400333'],['127.391846'],[' 918']
2412,['53130'],['Hannam University North Gate'],['한남대북문'],['8005960'],['36.358627'],['127.423065'],"[' 102, 605, 611, 706, 802']"
2413,['50320'],['Hannam University'],['한남대학교'],['8002903'],['36.35071'],['127.41927'],[' 512']
2414,['50330'],['Hannamdae Overpass'],['한남대학교'],['8002902'],['36.350864'],['127.419334'],[' 512']
2415,['50340'],['Hannam University'],['한남대학교'],['8002904'],['36.351395'],['127.42234'],"[' 105, 314, 711']"
2416,['50350'],['Hannam University'],['한남대학교'],['8002905'],['36.351494'],['127.42255'],"[' 105, 314, 711']"
2417,['12110'],['Gyeongdeok Technical High School Entrance'],['한남로삼거리'],['8001085'],['36.351215'],['127.42663'],"[' 105, 314, 711']"
2418,['12120'],['Gyeongdeok Technical High School Entrance'],['한남로삼거리'],['8001086'],['36.35128'],['127.427414'],"[' 105, 314, 711']"
2419,['51370'],['Hannam Hospital'],['한남병원'],['8002906'],['36.35877'],['127.42624'],"[' 102, 605, 611, 706, 711, 802']"
2420,['50170'],['Hannam Ogeori(Intersection)'],['한남오거리'],['8002243'],['36.349655'],['127.41556'],"[' 316, 606, 616']"
2421,['50190'],['Hannam Ogeori(Intersection)'],['한남오거리'],['8002242'],['36.349316'],['127.415985'],"[' 316, 606, 616']"
2422,['50230'],['Hannam Ogeori(Intersection)'],['한남오거리'],['8002240'],['36.349167'],['127.416954'],"[' 105, 314, 711']"
2423,['50240'],['Hannam Ogeori(Intersection)'],['한남오거리'],['8002241'],['36.34927'],['127.41724'],"[' 105, 314, 711']"
2424,['45400'],['Handeulgyo(Bridge)'],['한들교'],['8005957'],['36.428307'],['127.39806'],[' 1']
2425,['82570'],['---'],['한라비발디아파트'],['8007026'],['36.3431'],['127.333496'],[' 5']
2426,['32550'],['Hanmaru Apts.'],['한마루아파트'],['8002908'],['36.35568'],['127.39251'],"[' 514, 916']"
2427,['44720'],['Hanmaeul Apts.'],['한마을아파트'],['8002910'],['36.43031'],['127.383286'],"[' 1, 2, 301, 5, 704, 802']"
2428,['44740'],['Hanmaeul Apts.'],['한마을아파트'],['8002909'],['36.428967'],['127.38423'],"[' 2, 301, 5, 704, 802']"
2429,['44760'],['Hanmaeul Apts. Back Gate'],['한마을아파트후문'],['8002911'],['36.42913'],['127.38439'],"[' 1, 2, 301, 5, 704, 802']"
2430,['34820'],['Hanmaeumdongsan'],['한마음동산'],['8005909'],['36.344276'],['127.36867'],"[' 119, 312']"
2431,['51190'],['Hanmaeum Apts.'],['한마음아파트'],['8002912'],['36.370705'],['127.43127'],"[' 311, 616, 617, 620']"
2432,['74170'],['Hanmaeum Apts.'],['한마음아파트'],['8005273'],['36.268833'],['127.376236'],[' 34']
2433,['74180'],['Hanmaeum Apts.'],['한마음아파트'],['8005274'],['36.26875'],['127.376396'],[' 34']
2434,['31700'],['Hanmin Market'],['한민시장'],['8002914'],['36.332237'],['127.38309'],"[' 103, 113']"
2435,['31710'],['Hanmin Market'],['한민시장'],['8002913'],['36.332573'],['127.38314'],"[' 103, 113']"
2436,['22260'],['Hanbatgarden Apts.'],['한밭가든아파트'],['8002915'],['36.30437'],['127.3835'],"[' 301, 312, 314, 316']"
2437,['22270'],['Hanbatgarden Apts.'],['한밭가든아파트'],['8002916'],['36.304638'],['127.384636'],"[' 301, 312, 314, 316']"
2438,['31840'],['Hanbat High School / Galma Middle School Entrance'],['한밭고.갈마중입구'],['8002917'],['36.34675'],['127.36926'],"[' 103, 113, 602, 605, 617']"
2439,['41680'],['Hanbat National University'],['한밭대학교'],['8002921'],['36.35188'],['127.29814'],"[' 102, 103, 104, 11, 113, 117']"
2440,['41690'],['Hanbat National University'],['한밭대학교'],['8002920'],['36.350746'],['127.29754'],"[' 102, 103, 104, 11, 113, 117']"
2441,['22050'],['Daejeon Hanbat Library'],['한밭도서관'],['8002927'],['36.3095'],['127.4071'],[' 311']
2442,['22060'],['Daejeon Hanbat Library'],['한밭도서관'],['8002926'],['36.30937'],['127.40727'],[' 311']
2443,['22110'],['Daejeon Hanbat Library'],['한밭도서관'],['8002925'],['36.30991'],['127.40835'],"[' 317, 618']"
2444,['23140'],['Daejeon Hanbat Library Back Gate'],['한밭도서관후문'],['8002928'],['36.310387'],['127.41142'],[' 618']
2445,['23150'],['Daejeon Hanbat Library Back Ga'],['한밭도서관후문'],['8005922'],['36.31012'],['127.41141'],[' 618']
2446,['34740'],['Municipal Museum of Art'],['한밭수목원'],['8002081'],['36.364937'],['127.38877'],"[' 606, 618, 911']"
2447,['51690'],['Hanbat Apts.'],['한밭아파트'],['8002929'],['36.445057'],['127.42436'],"[' 701, 705, 712, 72-1']"
2448,['10880'],['Yongungyo(Bridge)'],['한밭여중입구'],['8002295'],['36.32737'],['127.44761'],[' 611']
2449,['14590'],['---'],['한밭자이아파트'],['8007269'],['36.340706'],['127.42624'],"[' 314, 512, 606, 614, 616, 711, B1']"
2450,['14600'],['---'],['한밭자이아파트'],['8007270'],['36.341194'],['127.425095'],"[' 314, 512, 606, 614, 616, 711, B1']"
2451,['21090'],['Hanbat Sports Complex'],['한밭종합운동장'],['8002743'],['36.31673'],['127.43257'],"[' 2, 513, 52, 604']"
2452,['21100'],['Hanbat Sports Complex'],['한밭종합운동장'],['8002744'],['36.317005'],['127.432846'],"[' 2, 513, 52, 604']"
2453,['12290'],['Hanbat Middle School'],['한밭중네거리'],['8002934'],['36.336952'],['127.42679'],"[' 317, 607, 620, 705']"
2454,['12300'],['Bomun Middle&High School'],['한밭중네거리'],['8001749'],['36.33666'],['127.42679'],"[' 317, 607, 620, 705']"
2455,['32620'],['Hanbat Elementary School'],['한밭초등학교'],['8002935'],['36.35467'],['127.39488'],"[' 105, 316, 514, 617, 706, 911, 916, 918']"
2456,['40810'],['Hanbaemiddeul'],['한배미뜰'],['8005866'],['36.2904'],['127.2478'],[' 46']
2457,['40820'],['Hanbaemiddeul'],['한배미뜰'],['8002936'],['36.290466'],['127.24789'],[' 46']
2458,"['22660', '22660']","['Hanvit High School', 'Hanbit High School']","['한빛고교', '한빛고교']","['8002937', '9002937']","['36.28315', '36.284378']","['127.37609', '127.37635']","[' 316, 316, 34, 513', ' 316']"
2459,['22670'],['Hanbit High School'],['한빛고교'],['8002938'],['36.28324'],['127.37591'],"[' 313, 316, 34, 513']"
2460,['42720'],['Hanbit Apts.'],['한빛아파트'],['8002941'],['36.36286'],['127.353004'],"[' 1, 1002, 105, 115, 117, 911, 912']"
2461,['42730'],['Hanbit Apts.'],['한빛아파트'],['8002939'],['36.36223'],['127.35318'],"[' 1, 1002, 105, 115, 117, 911, 912']"
2462,['42780'],['Hanbit Apts.'],['한빛아파트'],['8002940'],['36.36263'],['127.35856'],"[' 104, 121, 5']"
2463,['20400'],['Hansarang Apts.'],['한사랑아파트'],['8002942'],['36.33327'],['127.412125'],"[' 107, 317, 601, 604']"
2464,['72030'],['Hansamcheon 2(e)-ri'],['한삼천2리'],['8005276'],['36.199917'],['127.263985'],[' 21']
2465,['72040'],['Hansamcheon 2(e)-ri'],['한삼천2리'],['8005275'],['36.199883'],['127.26408'],[' 21']
2466,['72010'],['Hansamcheongyo(Bridge)'],['한삼천교'],['8005277'],['36.197002'],['127.26341'],[' 21']
2467,['72020'],['Hansamcheongyo(Bridge)'],['한삼천교'],['8005278'],['36.1971'],['127.26356'],[' 21']
2468,['44750'],['Hansol Apts.'],['한솔아파트'],['8002943'],['36.432705'],['127.38438'],"[' 1, 301, 5, 704, 802']"
2469,['51840'],['Hansol Paper'],['한솔제지'],['8002945'],['36.43967'],['127.40244'],[' 712']
2470,['51850'],['Hansol Paper'],['한솔제지'],['8002944'],['36.440357'],['127.40207'],[' 712']
2471,['11720'],['Hansup Apts.'],['한숲아파트'],['8002946'],['36.35473'],['127.427666'],"[' 314, 711']"
2472,['50370'],['Hansup Apts.'],['한숲아파트'],['8002947'],['36.354954'],['127.427475'],"[' 314, 711']"
2473,['40130'],['HanseungMemade Apts.'],['한승미메이드아파트'],['8002948'],['36.30684'],['127.319336'],"[' 211, 212, 3, 704']"
2474,['40150'],['HanseungMemade Apts.'],['한승미메이드아파트'],['8002949'],['36.306267'],['127.31981'],"[' 211, 212, 3, 704']"
2475,['44630'],['Hanshin S Mecca'],['한신에스메카'],['8005601'],['36.428604'],['127.39147'],[' 712']
2476,['44650'],['Hanshin S Mecca'],['한신에스메카'],['8005602'],['36.428017'],['127.3914'],[' 712']
2477,['51020'],['Hanshin HyuPlus Apts.'],['한신휴플러스'],['8002950'],['36.35495'],['127.44406'],"[' 201, 501, 601, 602, 607, 616, 622']"
2478,['51500'],['Hanshin HyuPlus Apts.'],['한신휴플러스'],['8002951'],['36.355145'],['127.44463'],"[' 201, 501, 601, 602, 607, 616, 622']"
2479,['32920'],['Hanareum Apts.'],['한아름아파트'],['8002952'],['36.362354'],['127.37578'],"[' 104, 514, 916']"
2480,['45610'],['Hanareum Apts.'],['한아름아파트'],['8070009'],['36.29591'],['127.319565'],"[' 3, 704']"
2481,['31140'],['Hanuri Apts.'],['한우리아파트'],['8002953'],['36.346508'],['127.38798'],"[' 105, 706, 911']"
2482,['31150'],['Hanuri Apts.'],['한우리아파트'],['8002954'],['36.346817'],['127.388466'],"[' 105, 706, 911']"
2483,['42960'],['Hanul Apts. Back Gate'],['한울아파트후문'],['8002956'],['36.385063'],['127.34603'],"[' 3, 606']"
2484,['62360'],['Hanjeogol'],['한저골'],['8005280'],['36.391247'],['127.54429'],[' 62']
2485,['62370'],['Hanjeogol'],['한저골'],['8005279'],['36.391167'],['127.54429'],[' 62']
2486,['41340'],['Hanjin Officetel(Studio Apt.)'],['한진오피스텔'],['8002960'],['36.356445'],['127.342064'],"[' 101, 105, 113, 119, 121, 655, 704, 911, 912']"
2487,['82310'],['---'],['한텍'],['8007222'],['36.42202'],['127.40115'],[' 1']
2488,['82320'],['---'],['한텍'],['8007223'],['36.422043'],['127.40179'],[' 1']
2489,['21050'],['Hanbat Baseball Ground'],['한화생명이글스파크'],['8002932'],['36.3183'],['127.42844'],"[' 119, 802']"
2490,['23300'],['Hanbat Baseball Ground'],['한화생명이글스파크'],['8007001'],['36.31807'],['127.42851'],[' 802']
2491,['43020'],['Hanhwa Chemical R&D Center'],['한화솔루션중앙연구소'],['8002962'],['36.38503'],['127.35277'],"[' 121, 606, 704, 912']"
2492,['43030'],['Hanhwa Chemical R&D Center'],['한화솔루션중앙연구소'],['8002963'],['36.385365'],['127.35298'],"[' 121, 606, 704, 912']"
2493,['43650'],['Jaun 3(sam)-gyo(Bridge)'],['합동군사대학교'],['8002489'],['36.412903'],['127.34553'],[' 912']
2494,['62270'],['Hanggokni Terminal Station'],['항곡리종점'],['8005283'],['36.37418'],['127.53457'],[' 62']
2495,['46180'],['---'],['해랑숲마을5단지'],['8007163'],['36.385983'],['127.30446'],"[' 1002, 114']"
2496,['46190'],['---'],['해랑숲마을5단지'],['8007164'],['36.38605'],['127.304214'],"[' 1002, 114']"
2497,['46200'],['---'],['해랑숲마을6단지'],['8007165'],['36.386375'],['127.308395'],"[' 1002, 114']"
2498,['46500'],['---'],['해링턴아파트'],['8007394'],['36.392475'],['127.40487'],"[' 1, 121, 705, 802, 918']"
2499,['32570'],['Haetnim Apts.'],['햇님아파트'],['8002964'],['36.3559'],['127.39278'],"[' 514, 916']"
2500,['52080'],['Deogam Jugong Apts.'],['행복한마을아파트'],['8001479'],['36.438137'],['127.42305'],"[' 701, 705, 712']"
2501,['52290'],['Deogam Jugong Apts.'],['행복한마을아파트'],['8001478'],['36.437996'],['127.42321'],"[' 701, 705, 712']"
2502,['30250'],['Hyangu Negeori'],['향우네거리'],['8002965'],['36.32283'],['127.377975'],"[' 113, 119, 211, 619, 703']"
2503,['30260'],['Hyangu Negeori'],['향우네거리'],['8002966'],['36.32258'],['127.37826'],"[' 113, 119, 211, 619, 703']"
2504,['32000'],['Hyangchon Apts.'],['향촌아파트'],['8002967'],['36.355083'],['127.374435'],"[' 104, 106, 911']"
2505,"['32010', '32010']","['Hyangchon Apts.', 'Hyangchon Apt.']","['향촌아파트', '향촌아파트']","['8002968', '9002968']","['36.35571', '36.35576']","['127.37578', '127.377396']","[' 315, 514, 916', ' 315']"
2506,['46680'],['---'],['현대아울렛북문'],['8007490'],['36.42474'],['127.39917'],[' 705']
2507,['12190'],['Hyeonamgyo(Bridge)'],['현암교'],['8002971'],['36.340084'],['127.420074'],"[' 106, 317, 601, 602, 607']"
2508,['12210'],['Hyeonamgyo(Bridge)'],['현암교'],['8002970'],['36.33962'],['127.42015'],"[' 106, 317, 601, 602']"
2509,['12160'],['Hyeonam Market'],['현암시장'],['8002972'],['36.34208'],['127.415535'],[' 607']
2510,['14550'],['Hyeonam Market'],['현암시장'],['8007221'],['36.342278'],['127.416336'],[' 607']
2511,['12180'],['Hyeonam Elementary School'],['현암초등학교'],['8001741'],['36.34197'],['127.41941'],[' 607']
2512,['12200'],['Dong-gu Health Center'],['현암초등학교'],['8005855'],['36.342396'],['127.42001'],[' 607']
2513,['41450'],['National Cemetery Station'],['현충원역'],['8002974'],['36.359623'],['127.319695'],"[' 102, 103, 104, 107, 11, 113, 121, 48']"
2514,['41460'],['National Cemetery Station'],['현충원역'],['8002973'],['36.35935'],['127.32171'],"[' 102, 103, 104, 107, 11, 113, 121, 48']"
2515,['44480'],"['Bongsan 3(sam)-tong, Hyeopjin Transport Corporation']",['협진운수'],['8001780'],['36.445457'],['127.38392'],"[' 301, 5, 691, 73, 75, 802']"
2516,['44500'],['Bongsan 3(sam)-dong'],['협진운수'],['8001778'],['36.44489'],['127.38408'],"[' 301, 5, 691, 73, 75, 802']"
2517,['20930'],['Ho-dong'],['호동'],['8002981'],['36.3047'],['127.44925'],"[' 108, 2, 501, 513, 620']"
2518,['20940'],['Ho-dong'],['호동'],['8002980'],['36.303894'],['127.45041'],"[' 108, 2, 501, 513, 620']"
2519,['20080'],['Holston Girls` High School'],['호수돈여고'],['8002983'],['36.327415'],['127.41484'],[' 603']
2520,['21230'],['Holston Girls` High School'],['호수돈여고'],['8002982'],['36.32702'],['127.41235'],[' 603']
2521,['75230'],['Hotan-ri'],['호탄리'],['8005285'],['36.476315'],['127.29656'],"[' 661, 691, 75']"
2522,['75240'],['Hotan-ri'],['호탄리'],['8005286'],['36.476337'],['127.29637'],"[' 661, 691, 75']"
2523,['23230'],['Holt Children Welfare Center'],['홀트아동복지회관'],['8005977'],['36.313026'],['127.41435'],[' 618']
2524,['23640'],['---'],['홀트아동복지회관'],['8007327'],['36.312157'],['127.41382'],[' 618']
2525,['14130'],['Gao-dong Homeplus'],['홈플러스가오점'],['8005875'],['36.305607'],['127.45799'],"[' 512, 514']"
2526,['14140'],['Gao-dong Homeplus'],['홈플러스가오점'],['8005874'],['36.30583'],['127.45812'],"[' 512, 514']"
2527,['73290'],['Homeplus Gyeryong store'],['홈플러스계룡점'],['8007116'],['36.274418'],['127.258446'],"[' 100, 2002, 202, 300, 45, 47, 47-1, 48']"
2528,['73990'],['Homeplus Gyeryong store'],['홈플러스계룡점'],['8007115'],['36.274693'],['127.258446'],"[' 100, 2002, 202, 300, 45, 47, 47-1']"
2529,['11860'],['Chateau Hotel Entrance'],['홈플러스동대전점'],['8001921'],['36.353367'],['127.43958'],"[' 605, 611, 701']"
2530,['41390'],['Homeplus(Yuseong Branch)'],['홈플러스유성점'],['8002984'],['36.359398'],['127.3545'],"[' 102, 106, 108, 113, 706']"
2531,['12080'],['Hongdo-dong Hyeonam Apts.'],['홍도동현암아파트'],['8002991'],['36.344486'],['127.42376'],[' 512']
2532,['12090'],['Hongdo-dong Hyeonam Apts.'],['홍도동현암아파트'],['8002990'],['36.344673'],['127.42378'],[' 512']
2533,['12060'],['Gyeongdeok Middle School Entrance'],['홍도지하보도'],['8001087'],['36.34765'],['127.422035'],[' 512']
2534,['12070'],['Hongdo-dong'],['홍도지하보도'],['8002988'],['36.34794'],['127.4216'],[' 512']
2535,['11930'],['Hongdo Underpass'],['홍도지하차도'],['8002994'],['36.34603'],['127.43053'],"[' 105, 106, 601, 602, 607']"
2536,['12140'],['Hongdo Underpass'],['홍도지하차도'],['8002993'],['36.346127'],['127.4301'],"[' 105, 106, 601, 602, 607']"
2537,['14690'],['---'],['홍도치안센터'],['8007372'],['36.34656'],['127.42596'],"[' 602, 607']"
2538,['14700'],['---'],['홍도치안센터'],['8007371'],['36.34646'],['127.42565'],"[' 602, 607']"
2539,['22880'],['Hwagok'],['화곡'],['8002998'],['36.25397'],['127.40135'],"[' 30, 31, 32']"
2540,['22890'],['Hwagok'],['화곡'],['8002999'],['36.254017'],['127.40158'],"[' 30, 31, 32']"
2541,"['40320', '40320']","['Freight Terminal', 'Freight Terminal']","['화물터미널', '화물터미널']","['8005978', '8003001']","['36.3184', '36.31635']","['127.32007', '127.31892']","[' 3, 212', ' 3']"
2542,['43490'],['Hwaam Negeori(Intersection)'],['화암네거리'],['8003004'],['36.407158'],['127.37362'],[' 704']
2543,['43520'],['Hwaam Negeori(Intersection)'],['화암네거리'],['8003005'],['36.41027'],['127.37747'],"[' 301, 5, 704, 918']"
2544,['45420'],['Fine Tech'],['화인테크'],['8005953'],['36.419888'],['127.41007'],"[' 1, 701']"
