승차지역,동구 원동,동구 인동,동구 효동,동구 천동,동구 가오동,동구 신흥동,동구 판암동,동구 삼정동,동구 용운동,동구 대동,동구 자양동,동구 신안동,동구 소제동,동구 가양동,동구 용전동,동구 성남동,동구 홍도동,동구 삼성동,동구 정동,동구 중동,동구 추동,동구 비룡동,동구 주산동,동구 용계동,동구 마산동,동구 효평동,동구 직동,동구 세천동,동구 신상동,동구 신하동,동구 신촌동,동구 사성동,동구 내탑동,동구 오동,동구 주촌동,동구 낭월동,동구 대별동,동구 이사동,동구 대성동,동구 장척동,동구 소호동,동구 구도동,동구 삼괴동,동구 상소동,동구 하소동,중구 은행동,중구 선화동,중구 목동,중구 중촌동,중구 대흥동,중구 문창동,중구 석교동,중구 호동,중구 옥계동,중구 대사동,중구 부사동,중구 용두동,중구 오류동,중구 태평동,중구 유천동,중구 문화동,중구 산성동,중구 사정동,중구 안영동,중구 무수동,중구 구완동,중구 침산동,중구 목달동,중구 정생동,중구 어남동,중구 금동,서구 복수동,서구 변동,서구 도마동,서구 정림동,서구 용문동,서구 탄방동,서구 괴정동,서구 가장동,서구 내동,서구 갈마동,서구 둔산동,서구 월평동,서구 가수원동,서구 도안동,서구 관저동,서구 흑석동,서구 매노동,서구 산직동,서구 장안동,서구 평촌동,서구 오동,서구 우명동,서구 원정동,서구 용촌동,서구 봉곡동,서구 괴곡동,서구 만년동,유성구 원내동,유성구 교촌동,유성구 대정동,유성구 용계동,유성구 학하동,유성구 계산동,유성구 성북동,유성구 세동,유성구 송정동,유성구 방동,유성구 봉명동,유성구 구암동,유성구 덕명동,유성구 원신흥동,유성구 상대동,유성구 복용동,유성구 장대동,유성구 갑동,유성구 노은동,유성구 지족동,유성구 죽동,유성구 궁동,유성구 어은동,유성구 구성동,유성구 신성동,유성구 가정동,유성구 도룡동,유성구 장동,유성구 방현동,유성구 화암동,유성구 덕진동,유성구 하기동,유성구 추목동,유성구 자운동,유성구 신봉동,유성구 수남동,유성구 안산동,유성구 외삼동,유성구 반석동,유성구 문지동,유성구 전민동,유성구 원촌동,유성구 탑립동,유성구 용산동,유성구 봉산동,유성구 관평동,유성구 송강동,유성구 금고동,유성구 대동,유성구 금탄동,유성구 신동,유성구 둔곡동,유성구 구룡동,대덕구 오정동,대덕구 대화동,대덕구 읍내동,대덕구 연축동,대덕구 신대동,대덕구 와동,대덕구 송촌동,대덕구 법동,대덕구 중리동,대덕구 비래동,대덕구 석봉동,대덕구 목상동,대덕구 문평동,대덕구 신일동,대덕구 덕암동,대덕구 상서동,대덕구 평촌동,대덕구 장동,대덕구 용호동,대덕구 이현동,대덕구 갈전동,대덕구 부수동,대덕구 황호동,대덕구 삼정동,대덕구 미호동,대덕구 신탄진동
유성구 둔곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유성구 구룡동,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대덕구 오정동,60,52,26,17,61,25,92,4,120,139,119,15,170,578,1063,351,425,280,447,127,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,28,7,0,19,0,0,0,0,0,0,273,364,222,322,330,47,0,7,12,112,0,0,238,191,108,126,49,20,4,0,0,0,0,0,0,0,47,80,121,35,201,599,239,63,94,401,1710,432,44,51,117,0,0,0,0,0,0,0,0,0,0,5,215,16,0,2,0,12,9,5,0,0,0,212,45,14,37,24,9,39,1,68,48,20,73,46,11,30,10,80,9,0,14,0,8,0,0,3,0,0,0,26,32,115,16,11,21,20,69,21,0,0,0,0,0,0,1065,414,187,11,32,24,581,496,1270,214,43,11,11,15,17,30,12,2,0,0,0,0,0,0,0,37
대덕구 대화동,10,6,2,6,13,2,24,0,24,21,57,4,7,114,369,48,118,47,131,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,74,67,26,58,64,14,0,2,6,16,0,0,34,28,41,20,11,7,1,0,0,0,0,0,0,0,10,27,26,2,43,137,65,13,11,118,419,108,20,4,26,0,0,0,0,0,0,0,0,0,0,0,54,9,0,5,1,1,1,0,0,0,0,58,7,3,11,7,3,16,0,5,10,9,31,8,3,10,10,29,2,0,1,0,2,2,1,0,0,0,0,10,17,40,7,10,10,15,57,16,0,0,0,0,0,0,273,209,85,15,16,24,151,189,445,59,26,4,7,19,16,20,1,1,0,0,0,0,0,0,0,31
대덕구 읍내동,7,2,0,4,7,1,20,2,23,14,23,0,45,68,235,39,51,50,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30,33,21,29,48,5,0,1,1,14,0,0,19,19,10,6,10,2,0,0,0,0,0,0,0,0,5,9,10,3,16,53,33,3,5,27,184,61,4,5,13,0,0,0,0,0,0,0,0,0,0,0,15,1,1,4,0,2,1,0,0,0,0,45,5,2,8,5,1,5,1,5,13,0,17,7,1,2,1,19,0,0,0,0,4,0,2,0,0,0,0,5,17,46,11,3,15,12,45,18,0,0,0,0,0,0,155,83,89,14,35,27,231,213,346,49,24,13,18,5,17,21,4,4,0,0,0,0,0,0,0,37
대덕구 연축동,1,3,1,0,0,0,0,0,1,1,0,0,13,5,14,6,1,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,2,0,3,1,16,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,4,9,1,0,0,0,0,0,0,11,19,5,3,0,0,13,12,17,2,2,3,3,5,4,5,0,0,0,0,0,0,0,0,1,11
대덕구 신대동,0,1,2,1,2,15,5,0,4,7,4,2,33,15,66,3,21,2,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,5,10,0,0,0,0,6,0,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,6,1,2,1,17,5,0,3,7,59,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,2,2,1,1,2,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,1,22,0,2,10,7,15,6,0,0,0,0,0,2,36,22,31,4,12,8,53,51,50,11,10,4,7,11,7,14,4,3,0,0,0,0,0,0,0,23
대덕구 와동,0,1,0,4,1,1,1,0,0,3,0,1,13,5,21,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,6,1,3,5,0,0,1,0,1,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,10,2,3,0,6,37,7,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,3,2,0,3,0,0,1,1,0,1,0,1,1,12,1,0,1,0,1,0,0,0,0,0,0,0,4,8,1,13,8,2,24,8,0,0,0,0,0,0,8,23,9,2,3,35,18,22,16,2,20,8,6,24,25,7,1,17,0,0,0,0,0,0,0,35
대덕구 송촌동,26,62,16,64,97,50,154,4,412,183,319,18,469,1078,2264,343,496,182,45,98,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,26,2,1,25,0,0,2,0,1,1,255,215,108,141,314,45,0,8,20,89,0,0,150,152,83,136,32,13,2,0,0,0,0,0,0,0,34,36,93,26,89,331,146,48,60,254,1071,197,33,48,83,1,0,0,0,0,0,0,0,0,0,0,74,28,4,16,0,5,5,0,0,0,0,188,37,21,33,16,0,39,0,22,49,25,41,34,9,20,4,61,10,0,0,1,14,1,0,4,1,0,0,11,46,125,20,13,22,18,91,44,0,0,0,0,0,0,598,215,368,45,43,90,1155,1228,1648,880,104,21,15,22,61,24,28,6,0,0,0,0,0,0,0,95
대덕구 법동,9,18,9,18,28,15,70,2,111,59,133,21,295,386,1111,190,274,104,80,49,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,183,153,75,125,215,25,0,7,8,97,0,0,118,51,36,60,25,7,0,0,0,0,0,0,0,0,15,24,57,18,60,264,120,21,31,218,996,190,10,19,45,0,0,0,0,0,0,0,0,0,0,0,80,5,0,8,2,6,3,0,0,0,1,169,11,5,21,8,12,27,0,24,42,12,70,20,6,22,3,83,14,0,4,0,6,0,0,1,0,0,0,17,45,91,17,13,27,22,58,23,0,0,0,0,0,0,385,283,225,28,49,56,1047,439,1075,280,46,12,22,23,31,35,9,4,0,0,0,0,0,0,0,67
대덕구 중리동,43,66,24,60,110,63,217,3,264,208,309,17,430,947,2523,496,877,330,121,107,1,3,0,0,0,0,0,1,3,2,1,0,0,0,0,45,8,0,34,0,0,1,0,0,0,263,310,154,297,346,71,0,12,36,114,0,0,238,172,160,158,102,19,8,0,0,0,0,0,0,0,71,98,168,37,195,650,258,67,87,453,1413,480,48,45,106,0,0,0,0,0,0,0,0,0,0,2,177,16,4,33,6,2,22,0,0,0,1,322,27,11,41,38,7,73,1,63,49,32,59,31,8,26,6,73,5,0,0,1,17,4,3,4,0,0,0,28,57,179,16,20,49,50,95,49,0,0,0,0,0,0,1492,755,552,40,77,109,1889,1614,1638,726,73,37,31,30,64,51,25,8,1,0,0,0,0,0,0,109
대덕구 비래동,25,33,2,22,85,52,158,2,350,129,305,24,250,916,1315,216,263,175,41,59,1,7,2,0,0,1,1,1,2,3,2,0,0,0,1,26,4,0,18,0,0,1,1,1,1,205,161,60,115,264,37,0,5,10,85,0,0,92,72,71,63,28,7,0,0,0,0,0,0,0,1,21,29,52,11,62,196,60,28,34,123,461,101,12,15,36,0,0,0,0,0,0,0,0,0,0,1,23,7,0,2,1,2,9,0,0,0,1,92,21,7,11,9,3,13,0,7,8,4,8,10,2,7,1,29,2,0,1,0,2,0,1,0,0,1,0,2,4,35,1,4,13,7,22,15,0,0,0,0,0,0,247,93,64,4,14,19,993,399,601,372,28,10,6,17,13,12,3,1,0,0,0,0,0,0,0,29
대덕구 석봉동,1,2,1,2,4,0,3,0,3,7,2,0,6,23,54,8,11,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,19,8,3,12,17,5,0,0,0,5,0,0,15,8,13,11,4,0,0,0,0,0,0,0,0,0,4,5,13,4,10,32,17,5,5,28,152,52,10,5,8,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,42,6,5,13,14,0,15,0,5,18,20,33,2,0,18,0,12,2,0,3,0,7,0,3,1,0,0,0,6,24,41,2,57,124,139,425,202,8,0,0,2,0,1,26,14,20,3,10,23,65,54,53,18,240,321,137,229,341,107,164,0,12,1,1,0,0,5,8,688
대덕구 목상동,0,0,0,0,3,1,3,0,3,2,6,1,1,14,53,8,2,4,6,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,12,2,8,11,0,0,0,1,5,0,0,7,5,6,2,11,1,0,0,0,0,0,0,0,0,1,3,6,0,10,19,10,1,3,30,87,26,2,1,4,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,1,0,0,0,0,25,4,2,11,1,0,12,0,2,4,5,7,0,1,8,2,4,0,0,2,1,1,0,1,0,0,0,0,1,4,14,0,35,65,85,273,109,0,0,0,0,0,0,19,17,9,2,9,1,15,27,36,2,239,73,90,89,196,40,44,0,0,1,0,0,0,2,1,610
대덕구 문평동,0,0,5,0,0,0,0,0,3,1,0,0,3,1,21,1,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,0,6,1,0,0,1,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,7,1,2,29,22,6,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,14,9,0,1,0,0,3,0,3,1,4,3,1,0,9,0,3,3,6,12,4,2,0,0,0,0,0,0,10,3,26,1,6,33,47,172,81,1,0,0,0,0,0,4,3,12,0,3,2,8,13,12,2,98,33,31,13,54,16,4,0,0,1,0,0,0,0,2,91
대덕구 신일동,2,0,0,0,0,0,1,0,10,1,5,0,5,9,50,7,13,5,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,3,5,0,0,0,0,2,0,0,5,3,2,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,11,7,11,2,0,27,30,28,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,7,3,0,1,0,2,3,0,0,9,0,3,1,0,5,0,2,1,0,5,1,1,0,1,0,0,0,1,4,2,14,0,16,33,52,90,61,0,0,0,0,0,0,5,5,8,2,4,11,15,16,13,3,101,64,13,57,58,16,5,1,0,0,0,0,0,1,0,231
대덕구 덕암동,1,2,0,1,4,0,4,0,2,2,9,0,8,16,76,9,11,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,14,11,3,10,24,0,0,0,2,13,0,0,9,4,14,9,1,1,0,0,0,0,0,0,0,0,2,3,4,5,12,31,14,3,2,25,125,38,5,3,5,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,37,8,0,4,0,0,4,0,3,16,5,7,2,0,12,4,7,2,0,1,0,1,0,0,0,0,0,0,2,7,19,1,32,104,63,220,85,0,0,0,0,1,1,18,11,27,2,16,32,53,46,43,6,285,165,79,112,180,116,50,3,1,0,2,0,0,11,2,680
대덕구 상서동,1,0,0,0,2,0,5,0,0,1,3,0,2,13,19,3,3,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,1,0,0,0,1,0,0,5,5,3,3,4,1,0,0,0,0,0,0,0,0,0,4,2,0,4,17,4,2,2,20,26,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,10,0,1,6,2,1,2,0,1,2,0,2,3,1,6,0,13,0,0,1,1,4,0,0,1,0,0,0,0,3,11,2,14,53,12,70,24,0,0,0,0,0,0,11,13,25,4,11,15,20,21,15,13,75,29,8,17,53,34,13,1,0,0,0,0,0,0,0,111
대덕구 평촌동,1,0,0,0,5,1,0,0,2,0,2,0,1,6,21,1,3,2,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,1,0,0,1,0,1,0,0,9,9,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,3,12,4,2,0,4,53,9,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,4,1,2,1,0,3,0,1,2,0,1,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,10,16,45,17,0,0,0,0,0,0,2,9,2,2,3,11,16,11,12,3,112,46,5,21,27,12,46,0,1,0,0,0,0,0,0,294
대덕구 장동,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
대덕구 용호동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,7
대덕구 이현동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
대덕구 갈전동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
대덕구 삼정동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,5
대덕구 미호동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,4
대덕구 신탄진동,0,1,0,1,5,4,4,0,9,9,9,1,11,45,116,17,21,12,14,17,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,1,1,0,0,15,17,11,12,17,1,0,1,1,8,0,0,19,15,10,13,5,0,1,0,0,0,0,0,0,0,5,4,23,3,14,45,20,9,9,50,147,35,3,3,4,0,0,0,0,0,0,0,0,0,0,0,12,11,2,0,0,1,1,0,0,0,0,54,5,3,9,4,1,11,0,3,27,8,13,9,5,27,1,12,9,0,5,6,3,0,1,3,0,0,0,4,17,102,3,43,128,167,457,238,0,1,0,1,1,1,38,29,30,6,21,38,86,86,77,28,589,493,133,284,683,178,262,4,10,4,1,0,0,12,29,538
