승차지역,동구 원동,동구 인동,동구 효동,동구 천동,동구 가오동,동구 신흥동,동구 판암동,동구 삼정동,동구 용운동,동구 대동,동구 자양동,동구 신안동,동구 소제동,동구 가양동,동구 용전동,동구 성남동,동구 홍도동,동구 삼성동,동구 정동,동구 중동,동구 추동,동구 비룡동,동구 주산동,동구 용계동,동구 마산동,동구 효평동,동구 직동,동구 세천동,동구 신상동,동구 신하동,동구 신촌동,동구 사성동,동구 내탑동,동구 오동,동구 주촌동,동구 낭월동,동구 대별동,동구 이사동,동구 대성동,동구 장척동,동구 소호동,동구 구도동,동구 삼괴동,동구 상소동,동구 하소동,중구 은행동,중구 선화동,중구 목동,중구 중촌동,중구 대흥동,중구 문창동,중구 석교동,중구 호동,중구 옥계동,중구 대사동,중구 부사동,중구 용두동,중구 오류동,중구 태평동,중구 유천동,중구 문화동,중구 산성동,중구 사정동,중구 안영동,중구 무수동,중구 구완동,중구 침산동,중구 목달동,중구 정생동,중구 어남동,중구 금동,서구 복수동,서구 변동,서구 도마동,서구 정림동,서구 용문동,서구 탄방동,서구 괴정동,서구 가장동,서구 내동,서구 갈마동,서구 둔산동,서구 월평동,서구 가수원동,서구 도안동,서구 관저동,서구 흑석동,서구 매노동,서구 산직동,서구 장안동,서구 평촌동,서구 오동,서구 우명동,서구 원정동,서구 용촌동,서구 봉곡동,서구 괴곡동,서구 만년동,유성구 원내동,유성구 교촌동,유성구 대정동,유성구 용계동,유성구 학하동,유성구 계산동,유성구 성북동,유성구 세동,유성구 송정동,유성구 방동,유성구 봉명동,유성구 구암동,유성구 덕명동,유성구 원신흥동,유성구 상대동,유성구 복용동,유성구 장대동,유성구 갑동,유성구 노은동,유성구 지족동,유성구 죽동,유성구 궁동,유성구 어은동,유성구 구성동,유성구 신성동,유성구 가정동,유성구 도룡동,유성구 장동,유성구 방현동,유성구 화암동,유성구 덕진동,유성구 하기동,유성구 추목동,유성구 자운동,유성구 신봉동,유성구 수남동,유성구 안산동,유성구 외삼동,유성구 반석동,유성구 문지동,유성구 전민동,유성구 원촌동,유성구 탑립동,유성구 용산동,유성구 봉산동,유성구 관평동,유성구 송강동,유성구 금고동,유성구 대동,유성구 금탄동,유성구 신동,유성구 둔곡동,유성구 구룡동,대덕구 오정동,대덕구 대화동,대덕구 읍내동,대덕구 연축동,대덕구 신대동,대덕구 와동,대덕구 송촌동,대덕구 법동,대덕구 중리동,대덕구 비래동,대덕구 석봉동,대덕구 목상동,대덕구 문평동,대덕구 신일동,대덕구 덕암동,대덕구 상서동,대덕구 평촌동,대덕구 장동,대덕구 용호동,대덕구 이현동,대덕구 갈전동,대덕구 부수동,대덕구 황호동,대덕구 삼정동,대덕구 미호동,대덕구 신탄진동
유성구 복용동,0,0,0,0,2,0,0,0,2,0,0,1,1,0,6,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,1,0,1,5,1,0,0,11,4,5,1,6,0,0,0,0,0,0,0,0,0,4,6,1,3,3,14,8,3,4,20,37,38,21,7,27,0,0,0,0,0,0,0,0,0,0,0,3,5,6,16,1,1,10,0,0,0,1,82,33,17,14,17,15,32,0,14,15,5,14,2,3,5,0,10,1,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,8,2,1,1,1,2,4,3,2,3,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0
유성구 장대동,8,7,1,2,3,5,8,0,8,14,17,1,7,28,83,7,15,25,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,28,40,29,32,70,6,0,1,2,25,0,0,78,40,42,41,24,9,6,0,0,0,0,0,0,0,45,58,80,26,84,302,195,31,58,477,937,728,67,213,242,0,0,0,0,0,1,0,0,0,0,1,146,71,30,51,32,15,108,2,0,0,0,1940,363,182,298,347,70,340,40,293,875,318,565,371,64,267,21,81,35,2,8,1,110,12,22,42,2,3,4,214,19,60,5,8,33,25,111,47,0,0,0,1,1,0,69,10,10,2,1,7,53,33,70,18,12,9,10,12,7,2,4,0,0,0,0,0,0,0,0,8
유성구 갑동,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,5,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,2,0,0,0,0,18,5,9,0,4,0,5,2,10,12,1,9,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유성구 노은동,1,1,0,1,3,1,1,0,5,2,6,0,2,16,35,9,9,13,37,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,20,24,13,31,2,0,0,1,22,0,0,30,38,18,23,20,2,2,0,0,0,0,0,0,0,5,9,58,13,26,130,71,12,30,173,428,178,18,49,79,0,0,0,0,0,0,0,0,0,0,0,55,33,9,22,9,14,62,0,0,0,0,724,129,173,51,74,23,294,17,133,578,152,252,68,12,47,7,36,5,0,8,1,71,2,5,14,2,0,8,185,10,34,1,9,5,7,30,22,0,0,0,0,0,0,31,4,2,0,0,1,24,29,40,10,8,2,2,1,2,2,3,0,0,0,0,0,0,0,0,8
유성구 지족동,3,13,5,8,9,4,20,0,8,9,7,1,7,36,72,18,29,18,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,21,29,34,41,42,3,0,0,2,24,0,0,75,65,29,47,17,7,0,0,0,0,0,0,0,0,37,32,63,23,84,219,137,27,37,372,1014,437,43,105,166,0,0,0,0,0,0,0,0,0,0,0,103,35,20,39,7,34,139,0,0,0,0,1500,299,412,141,139,24,654,38,538,1960,419,467,174,39,288,26,98,38,1,10,3,434,5,13,47,2,12,38,796,27,100,4,17,33,14,108,53,0,0,0,0,0,0,48,16,16,3,1,4,37,39,52,12,22,9,3,18,9,2,6,0,0,0,0,0,0,0,0,13
유성구 죽동,2,5,1,5,7,1,2,0,9,6,18,0,2,12,42,17,6,3,94,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,8,14,11,20,24,2,0,1,0,9,0,0,44,16,15,26,7,3,2,0,0,0,0,0,0,0,10,10,32,14,27,123,63,9,24,197,546,287,38,54,76,1,0,0,0,0,0,0,0,0,0,0,70,10,7,12,8,5,17,0,0,0,0,976,104,42,64,78,4,250,3,124,381,82,273,110,48,173,14,90,36,1,9,3,61,5,9,39,1,1,2,139,9,80,2,7,13,4,98,27,0,0,0,0,0,0,21,12,0,1,1,1,26,14,18,5,9,2,3,1,4,2,1,0,0,0,0,0,0,0,0,13
유성구 궁동,0,5,4,0,15,1,21,0,26,25,28,3,5,43,184,21,27,16,223,206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,61,51,57,65,71,6,0,1,1,44,0,0,147,90,46,85,27,14,1,0,0,1,0,0,0,0,30,36,106,33,84,254,162,41,80,591,1459,937,86,192,203,1,0,0,0,0,0,0,0,0,0,1,293,46,23,46,21,14,50,1,1,0,0,2206,222,178,250,242,26,602,8,237,665,363,759,458,419,311,57,246,105,0,7,15,104,7,23,44,1,0,0,193,35,160,14,11,54,16,136,51,0,0,0,0,0,0,70,56,19,1,7,4,60,65,64,19,23,12,7,6,5,4,4,0,0,0,0,0,0,0,0,18
유성구 어은동,3,1,1,0,1,5,5,0,6,0,7,0,6,6,70,8,7,5,318,236,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,11,23,12,25,26,2,0,1,0,24,0,0,87,28,19,31,5,0,0,0,0,0,0,0,0,0,7,7,26,6,19,176,43,9,22,161,732,493,15,22,47,0,0,0,0,0,0,0,0,0,0,0,194,14,9,7,1,4,8,0,1,0,0,736,45,26,58,60,2,285,2,47,166,117,324,247,198,147,27,157,29,0,9,4,25,0,3,3,0,0,0,60,35,80,11,4,19,5,58,17,0,0,0,0,0,0,29,15,5,0,0,1,13,21,24,6,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5
유성구 구성동,1,1,1,0,7,0,0,0,1,2,1,2,1,2,37,1,4,5,232,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,3,9,1,20,9,0,0,0,0,7,0,0,35,11,3,6,1,0,0,0,0,0,0,0,0,0,2,8,5,0,9,57,18,1,7,107,410,416,5,10,10,0,0,0,0,0,0,0,0,0,0,0,220,0,1,1,1,0,0,0,0,0,0,552,6,9,17,23,3,84,1,11,31,41,306,166,39,79,38,221,40,1,13,3,10,2,0,0,1,0,0,24,51,61,8,2,10,0,27,3,0,0,0,0,0,0,6,4,3,0,0,2,9,25,10,2,1,2,0,1,1,0,4,0,1,0,0,0,0,0,0,2
유성구 신성동,0,4,1,1,1,2,2,0,6,0,9,1,5,15,88,3,7,5,181,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,0,19,20,6,25,35,1,0,1,0,15,0,0,53,21,11,16,2,2,0,0,0,0,0,0,0,0,9,17,25,6,18,131,55,7,28,147,462,236,6,17,49,0,0,0,0,0,0,0,0,0,0,0,90,11,4,5,0,4,8,0,0,0,0,703,64,28,31,42,3,249,2,55,278,175,243,252,99,123,140,210,319,12,59,4,100,95,48,328,13,0,0,136,37,128,6,23,59,18,152,44,0,0,0,0,0,0,30,6,2,2,2,2,27,23,37,5,26,14,15,7,12,4,3,1,0,0,0,0,0,0,0,35
유성구 가정동,0,0,0,0,1,0,1,0,2,1,0,0,2,0,27,0,1,2,123,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2,7,5,0,0,0,0,4,0,0,10,6,4,4,2,3,0,0,0,0,0,0,0,0,2,7,6,1,2,23,7,1,9,27,134,69,3,6,9,0,0,0,0,0,0,0,0,0,0,0,58,0,2,0,0,0,2,0,0,0,0,83,0,3,3,5,0,17,0,3,27,6,45,37,36,55,8,60,16,0,4,1,8,0,0,2,0,0,0,36,8,30,1,5,0,3,18,3,0,0,0,0,0,0,4,8,1,1,1,1,2,4,6,1,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,2
유성구 도룡동,7,9,1,9,10,1,6,0,15,5,20,2,33,54,157,32,41,23,488,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,45,51,25,64,69,14,0,0,1,33,0,0,130,58,30,43,14,7,1,0,0,0,0,0,0,0,14,19,68,12,54,342,84,28,30,221,1525,452,17,24,72,0,0,0,0,0,0,0,0,0,0,0,455,6,4,4,10,2,5,0,0,0,0,480,24,28,45,39,5,92,1,34,111,77,251,177,197,238,69,370,76,10,33,16,23,4,4,6,1,0,0,56,266,409,36,16,72,26,165,58,0,0,0,0,0,0,104,23,43,6,9,11,75,87,55,25,18,9,6,8,6,12,14,0,0,0,0,0,0,0,0,24
유성구 장동,1,2,0,0,0,1,1,0,2,0,3,0,4,2,25,0,1,3,120,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,4,5,0,0,1,0,1,0,0,15,2,1,7,6,0,0,0,0,0,0,0,0,0,0,3,1,2,7,16,4,1,5,14,94,30,1,2,6,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,111,7,5,7,0,0,24,0,7,45,14,58,26,29,130,6,60,23,1,6,1,8,7,5,9,0,0,0,30,14,24,0,3,2,4,28,3,0,0,0,0,0,0,12,8,0,0,0,2,9,2,9,4,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,6
유성구 방현동,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유성구 화암동,0,0,0,0,0,0,0,0,1,0,0,0,0,3,12,0,0,1,61,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,4,0,0,11,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,4,0,2,6,29,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,29,4,1,0,0,0,4,0,4,9,3,4,5,15,29,1,11,3,1,9,0,4,1,4,2,0,0,0,4,13,62,1,1,5,3,35,6,0,0,0,0,0,0,2,1,0,0,0,0,4,2,4,1,1,0,4,7,0,1,0,0,0,0,0,0,0,0,0,13
유성구 덕진동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,1,0,0,2,1,5,3,0,4,1,0,0,1,1,0,3,0,0,0,0,0,0,13,0,0,1,2,28,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
유성구 하기동,2,0,0,1,0,0,0,0,3,0,1,1,0,2,25,3,3,4,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,8,0,0,0,0,9,0,0,14,1,2,8,3,0,0,0,0,0,0,0,0,0,4,6,8,1,9,54,33,4,17,42,160,69,2,4,18,0,0,0,0,0,0,0,0,0,0,0,27,9,5,4,0,0,8,0,0,0,0,190,47,16,11,16,1,81,2,79,312,46,79,16,6,81,8,22,13,1,3,2,44,1,6,16,0,0,3,132,14,15,1,4,27,5,31,20,0,0,0,0,0,0,10,1,2,1,1,6,6,8,6,2,4,1,0,6,3,8,0,0,0,0,0,0,0,0,0,7
유성구 추목동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,1,2,0,0,0,2,0,0,3,1,5,1,0,25,0,1,2,0,0,0,0,5,8,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
유성구 자운동,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,3,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,3,0,0,4,16,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,0,0,0,0,43,12,2,1,2,0,17,0,2,10,4,14,2,1,19,3,6,5,0,4,3,7,11,15,46,0,0,0,8,4,7,0,0,2,4,15,4,0,0,0,0,0,0,0,0,6,0,1,0,0,3,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
유성구 신봉동,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,3,0,9,34,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,38,1,2,0,11,0,13,0,3,21,13,11,1,1,106,1,4,2,0,0,0,4,0,48,5,0,0,0,11,1,2,0,0,3,2,6,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
유성구 수남동,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유성구 안산동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유성구 외삼동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유성구 반석동,0,0,3,2,9,1,3,0,3,6,2,0,0,9,40,4,3,7,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,15,8,7,8,1,0,0,1,9,0,0,27,23,18,11,11,0,0,0,0,0,0,0,0,0,35,14,38,7,21,104,48,12,41,226,411,162,27,41,94,0,0,0,0,0,0,0,0,0,0,0,50,19,4,10,8,4,47,0,0,0,0,512,89,140,70,75,13,198,7,207,852,153,169,71,17,161,27,58,27,4,7,3,141,9,10,27,35,16,18,110,25,39,1,2,30,5,53,17,0,0,0,0,0,0,14,5,5,0,0,1,11,16,14,5,11,1,1,3,3,1,1,0,0,0,0,0,0,0,0,4
유성구 문지동,0,2,0,1,0,0,8,0,7,3,4,1,13,18,50,13,11,7,235,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,7,7,3,7,13,2,0,0,1,11,0,0,29,5,8,5,0,1,0,0,0,0,0,0,0,0,3,5,5,4,12,62,35,9,5,56,325,65,4,9,7,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,4,0,0,0,0,102,4,0,6,10,1,16,0,4,32,10,55,51,85,41,10,165,12,1,11,1,4,1,0,1,0,0,0,16,43,115,7,22,41,8,121,27,0,0,0,0,0,0,31,8,8,1,1,5,25,49,35,6,25,5,2,7,5,9,4,0,0,0,0,0,0,0,0,25
유성구 전민동,1,3,5,10,11,10,7,0,14,11,23,1,23,34,184,17,29,23,303,163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,5,0,0,0,0,0,0,25,63,23,18,44,10,0,1,3,30,0,0,82,51,21,33,6,5,0,0,0,0,0,0,0,0,22,19,26,13,27,213,49,10,22,142,831,207,7,19,35,0,0,0,0,0,0,0,0,0,0,0,144,6,0,1,8,1,5,0,0,0,0,268,19,15,26,29,4,36,1,26,68,61,103,90,45,119,22,393,27,3,125,33,23,2,7,3,0,0,0,50,163,322,85,187,217,74,593,118,0,0,0,1,1,0,103,36,40,17,21,10,102,105,116,41,56,18,26,50,16,18,15,3,0,0,0,0,0,0,0,154
유성구 원촌동,2,0,0,0,0,0,0,0,1,0,0,0,4,6,9,0,5,1,46,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,3,5,3,0,0,0,0,5,0,0,12,3,2,4,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,16,5,1,8,14,85,15,1,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,2,0,0,0,0,0,23,0,2,3,2,0,0,0,1,7,2,7,14,1,3,1,15,1,0,2,0,3,0,1,2,0,0,0,1,7,57,5,2,3,1,6,1,0,0,0,0,0,0,26,19,3,1,0,1,13,12,39,1,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,4
유성구 탑립동,0,1,0,2,1,2,0,0,1,2,1,0,2,9,21,1,3,2,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,6,1,4,14,1,0,0,3,2,0,0,3,7,3,2,1,0,0,0,0,0,0,0,0,0,1,3,13,1,5,17,6,1,1,17,47,28,1,1,3,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,1,3,0,0,0,0,25,3,0,1,8,0,2,0,8,9,2,7,3,1,2,1,17,3,0,3,0,0,0,1,0,0,0,0,2,16,99,0,15,13,32,213,62,0,0,0,0,1,0,9,5,3,0,8,3,8,12,12,2,22,16,6,13,19,7,4,0,0,0,0,0,0,0,0,34
유성구 용산동,1,2,6,1,1,2,3,0,6,3,5,1,6,16,52,8,12,9,107,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,22,6,25,23,0,0,1,2,10,0,0,32,16,5,15,6,1,0,0,0,0,0,0,0,0,9,6,18,1,30,45,30,8,4,70,267,51,0,11,12,0,0,0,0,0,0,0,0,0,0,0,44,6,2,2,2,0,3,0,0,0,0,76,11,3,11,4,0,24,0,5,31,10,42,19,14,38,4,54,0,1,16,3,16,0,7,0,0,0,0,20,38,193,2,28,61,126,441,212,0,0,0,0,0,1,30,13,10,0,11,8,19,20,21,5,102,45,35,43,60,29,13,1,0,0,0,0,0,0,0,207
유성구 봉산동,2,3,2,1,0,0,2,0,2,3,0,0,5,3,25,3,8,7,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,8,15,1,0,0,2,2,0,0,4,6,1,7,1,0,0,0,0,0,0,0,0,0,1,3,3,0,15,24,19,2,5,33,120,28,3,3,5,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,2,0,0,0,0,49,12,3,2,2,1,12,1,13,11,11,15,3,3,13,1,29,5,0,12,9,7,0,0,4,0,0,0,2,9,59,0,69,161,40,403,48,1,3,0,1,21,14,9,2,15,2,7,7,9,13,30,3,86,51,92,133,57,17,6,0,2,0,0,0,0,0,0,174
유성구 관평동,6,9,9,3,14,5,12,0,23,16,51,3,17,56,181,12,37,25,245,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,0,0,0,0,0,0,47,49,25,33,51,5,0,1,3,30,0,0,59,40,19,44,13,10,0,0,0,0,0,0,0,0,29,17,38,12,50,197,80,17,46,177,728,208,14,17,64,0,0,0,1,0,0,0,0,0,0,0,119,6,8,2,0,2,12,0,0,0,0,337,56,34,38,34,19,107,1,37,159,129,122,72,36,143,31,155,47,5,104,64,53,6,7,8,0,5,0,51,152,780,10,724,874,580,918,982,1,0,0,0,2,14,47,51,48,16,46,40,121,111,85,35,452,315,229,266,266,106,90,3,1,0,0,0,0,0,2,805
유성구 송강동,3,3,0,3,2,0,9,0,11,8,6,0,0,23,70,10,9,16,52,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,15,26,10,11,30,1,0,0,0,23,0,0,16,16,10,16,4,1,0,0,0,0,0,0,0,0,4,8,17,3,13,91,41,3,23,82,306,127,13,13,21,0,0,0,0,0,0,0,0,0,0,0,43,5,1,4,1,7,1,0,0,0,0,156,24,11,11,12,3,54,1,15,59,36,61,11,6,66,12,36,19,3,27,27,16,0,4,1,0,0,0,14,17,142,1,107,399,64,1141,144,1,4,0,2,20,24,32,32,16,5,11,11,65,32,34,6,243,127,98,171,155,32,36,0,0,0,1,0,0,0,2,402
유성구 금고동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유성구 신동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
