승차지역,동구 원동,동구 인동,동구 효동,동구 천동,동구 가오동,동구 신흥동,동구 판암동,동구 삼정동,동구 용운동,동구 대동,동구 자양동,동구 신안동,동구 소제동,동구 가양동,동구 용전동,동구 성남동,동구 홍도동,동구 삼성동,동구 정동,동구 중동,동구 추동,동구 비룡동,동구 주산동,동구 용계동,동구 마산동,동구 효평동,동구 직동,동구 세천동,동구 신상동,동구 신하동,동구 신촌동,동구 사성동,동구 내탑동,동구 오동,동구 주촌동,동구 낭월동,동구 대별동,동구 이사동,동구 대성동,동구 장척동,동구 소호동,동구 구도동,동구 삼괴동,동구 상소동,동구 하소동,중구 은행동,중구 선화동,중구 목동,중구 중촌동,중구 대흥동,중구 문창동,중구 석교동,중구 호동,중구 옥계동,중구 대사동,중구 부사동,중구 용두동,중구 오류동,중구 태평동,중구 유천동,중구 문화동,중구 산성동,중구 사정동,중구 안영동,중구 무수동,중구 구완동,중구 침산동,중구 목달동,중구 정생동,중구 어남동,중구 금동,서구 복수동,서구 변동,서구 도마동,서구 정림동,서구 용문동,서구 탄방동,서구 괴정동,서구 가장동,서구 내동,서구 갈마동,서구 둔산동,서구 월평동,서구 가수원동,서구 도안동,서구 관저동,서구 흑석동,서구 매노동,서구 산직동,서구 장안동,서구 평촌동,서구 오동,서구 우명동,서구 원정동,서구 용촌동,서구 봉곡동,서구 괴곡동,서구 만년동,유성구 원내동,유성구 교촌동,유성구 대정동,유성구 용계동,유성구 학하동,유성구 계산동,유성구 성북동,유성구 세동,유성구 송정동,유성구 방동,유성구 봉명동,유성구 구암동,유성구 덕명동,유성구 원신흥동,유성구 상대동,유성구 복용동,유성구 장대동,유성구 갑동,유성구 노은동,유성구 지족동,유성구 죽동,유성구 궁동,유성구 어은동,유성구 구성동,유성구 신성동,유성구 가정동,유성구 도룡동,유성구 장동,유성구 방현동,유성구 화암동,유성구 덕진동,유성구 하기동,유성구 추목동,유성구 자운동,유성구 신봉동,유성구 수남동,유성구 안산동,유성구 외삼동,유성구 반석동,유성구 문지동,유성구 전민동,유성구 원촌동,유성구 탑립동,유성구 용산동,유성구 봉산동,유성구 관평동,유성구 송강동,유성구 금고동,유성구 대동,유성구 금탄동,유성구 신동,유성구 둔곡동,유성구 구룡동,대덕구 오정동,대덕구 대화동,대덕구 읍내동,대덕구 연축동,대덕구 신대동,대덕구 와동,대덕구 송촌동,대덕구 법동,대덕구 중리동,대덕구 비래동,대덕구 석봉동,대덕구 목상동,대덕구 문평동,대덕구 신일동,대덕구 덕암동,대덕구 상서동,대덕구 평촌동,대덕구 장동,대덕구 용호동,대덕구 이현동,대덕구 갈전동,대덕구 부수동,대덕구 황호동,대덕구 삼정동,대덕구 미호동,대덕구 신탄진동
동구 주산동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 마산동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 효평동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 직동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 세천동,1,0,1,2,2,0,8,0,3,1,8,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 신상동,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 신하동,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 신촌동,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 사성동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 낭월동,27,57,23,61,595,20,242,1,90,78,31,4,6,90,50,46,26,22,115,38,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,69,3,165,0,0,20,3,7,16,100,73,6,33,207,93,0,24,87,55,0,0,67,13,28,98,38,5,4,0,0,0,0,0,0,0,5,9,23,9,19,52,33,5,6,36,104,17,3,7,36,0,0,0,0,0,0,0,0,0,0,2,11,12,1,2,0,0,0,0,0,0,0,15,4,0,5,4,0,4,1,0,2,2,4,4,3,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,2,0,5,1,0,0,0,0,0,0,22,8,5,0,0,1,38,12,45,23,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,4
동구 대별동,2,4,1,4,38,2,12,0,16,2,0,0,3,4,7,1,5,1,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,1,10,1,0,2,0,0,0,3,13,3,1,10,4,0,4,9,13,0,0,2,2,5,6,0,0,1,0,1,0,0,0,0,0,0,3,3,1,4,6,4,2,0,2,10,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 이사동,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 대성동,24,29,14,76,232,16,197,3,131,92,39,5,34,82,68,28,18,29,99,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,16,8,117,0,1,9,2,1,1,97,43,15,17,210,79,0,21,41,70,0,0,50,18,52,59,13,10,3,0,0,0,0,0,0,0,5,3,11,17,11,64,21,7,12,27,128,13,11,6,24,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,0,0,1,0,0,0,0,8,4,1,5,6,0,2,0,3,3,5,3,0,0,2,1,5,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,1,5,1,0,0,0,0,0,0,21,6,6,0,1,1,33,22,24,32,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,2
동구 장척동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 소호동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 구도동,4,4,1,11,19,6,12,0,8,9,3,0,0,3,10,10,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,1,10,0,0,10,1,0,1,5,0,0,8,9,0,0,1,19,0,0,0,18,2,16,12,4,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,3,7,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 삼괴동,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 상소동,0,0,0,1,1,0,2,0,1,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동구 하소동,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
중구 은행동,25,143,68,122,194,62,229,2,457,330,448,45,56,933,491,299,183,311,95,264,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,92,4,2,65,0,0,4,0,2,0,137,525,259,337,327,172,0,39,76,263,0,0,510,197,324,413,131,27,4,0,0,1,0,0,0,0,98,52,208,78,155,297,196,61,77,279,565,136,62,40,162,0,1,0,0,0,1,0,0,0,0,1,40,33,4,13,3,0,4,0,0,0,0,105,20,4,21,12,2,30,0,4,10,5,39,29,3,10,2,43,1,0,0,0,3,0,1,4,0,0,0,3,5,39,1,2,9,9,34,12,0,0,0,0,0,0,203,59,36,1,9,11,190,148,206,121,25,12,2,7,7,2,8,3,0,0,0,0,0,0,1,20
중구 선화동,113,200,58,103,176,64,192,0,277,271,285,33,157,1077,711,392,366,620,415,1077,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,103,17,1,64,0,0,13,0,0,1,587,1059,592,818,1275,231,0,46,89,480,0,0,1113,590,679,853,257,68,20,0,0,1,1,0,0,0,175,149,338,113,462,885,512,142,159,678,1527,407,111,75,316,3,0,0,0,0,0,0,0,0,0,3,123,55,29,30,13,4,12,0,0,0,0,311,52,17,69,50,9,48,0,34,60,22,82,21,7,18,4,87,9,0,0,0,13,0,0,0,0,2,0,13,10,83,10,14,11,13,37,14,0,0,0,0,0,0,502,149,44,8,25,15,230,199,409,199,13,16,19,18,16,8,28,0,0,0,0,0,0,0,0,38
중구 목동,24,32,14,26,42,28,58,0,65,80,58,21,18,251,160,113,133,197,115,424,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,1,0,9,0,0,6,0,0,0,290,541,185,238,459,24,0,7,8,164,0,0,629,350,296,411,67,24,8,0,0,0,0,0,0,0,77,70,176,38,198,638,161,77,103,241,1305,133,59,25,110,0,0,0,1,0,0,0,0,0,0,1,50,17,1,8,4,3,8,0,0,0,0,118,15,9,40,36,3,22,0,23,27,15,22,13,6,3,3,39,1,1,2,0,2,0,0,0,0,0,0,5,15,40,2,5,17,3,32,7,0,0,0,0,0,0,237,49,29,2,6,0,97,80,136,47,1,4,1,1,5,4,1,1,0,0,0,0,0,0,0,7
중구 중촌동,40,50,38,15,62,21,53,0,74,76,72,12,25,336,301,149,165,256,129,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,2,24,0,0,1,0,0,0,275,664,393,1123,447,60,0,8,21,174,0,0,478,351,286,260,68,20,9,0,0,0,0,0,0,0,56,77,181,20,271,868,271,68,111,350,1131,285,60,23,100,0,0,0,0,0,0,0,0,0,0,2,102,21,3,2,8,0,10,0,0,0,0,171,28,11,49,13,5,17,0,17,38,12,51,21,6,28,3,68,8,0,1,2,7,1,6,0,0,0,0,4,15,41,3,4,22,8,41,14,0,0,0,0,0,0,373,137,41,1,13,6,161,142,270,91,8,13,1,0,10,7,22,0,0,0,0,0,0,0,0,14
중구 대흥동,218,321,167,327,585,137,600,6,666,625,752,189,152,1299,803,328,299,497,732,1091,3,0,3,0,0,0,0,7,3,1,0,0,0,0,0,266,30,3,221,0,1,39,1,0,1,326,1246,443,588,1391,512,0,136,209,815,0,0,1238,634,948,1402,488,129,26,0,0,2,0,0,1,0,255,163,481,150,388,734,555,145,180,628,1408,397,155,109,413,1,1,0,1,0,0,0,0,0,1,4,92,55,9,31,7,1,6,0,0,0,1,288,59,13,69,41,7,82,1,37,67,26,93,22,9,25,5,52,3,0,0,0,18,0,4,3,0,0,0,22,10,85,12,13,26,14,43,27,0,0,0,0,0,0,359,61,56,5,12,16,300,258,332,236,21,18,6,21,17,6,15,0,0,0,0,0,0,0,0,38
중구 문창동,118,131,40,144,403,87,379,2,276,174,127,29,31,241,123,88,49,87,286,204,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,113,25,2,91,1,0,4,0,0,1,182,264,47,105,615,209,0,97,106,286,0,0,147,89,141,184,77,17,2,0,0,0,0,0,0,0,48,30,60,19,51,99,58,20,31,95,261,110,29,7,65,2,0,0,0,0,0,0,0,0,0,1,11,8,2,7,0,0,3,0,0,0,0,61,13,0,6,5,1,3,0,3,6,3,3,4,0,1,4,26,0,0,0,0,1,0,0,0,0,0,0,2,6,13,0,6,3,0,15,1,0,0,0,0,0,0,92,24,5,2,3,2,74,57,77,57,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3
중구 석교동,47,39,28,52,433,36,156,1,81,78,48,17,10,92,94,46,14,50,86,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89,18,3,88,0,2,28,0,3,1,166,141,21,37,343,186,0,52,110,143,0,0,64,33,61,127,47,9,2,0,0,0,0,0,1,0,32,11,35,13,23,44,40,7,10,53,96,29,9,3,22,0,0,0,0,0,0,0,0,0,0,1,5,8,0,1,1,0,1,0,0,0,0,21,5,0,1,5,1,4,0,1,6,3,5,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,6,5,4,0,0,0,2,0,1,0,0,0,0,0,0,34,5,5,1,0,4,38,12,36,19,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5
중구 호동,22,25,28,25,79,23,70,9,24,26,17,2,3,38,20,11,10,10,53,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,45,11,0,23,0,0,5,0,6,0,63,56,13,13,134,106,0,39,35,36,0,0,39,12,23,25,9,5,0,0,0,0,0,0,0,0,11,8,11,6,25,36,12,4,6,21,33,18,3,0,7,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,7,1,0,1,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,19,3,1,0,0,2,5,5,16,7,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,1
중구 옥계동,21,30,20,43,302,23,130,0,53,47,28,4,7,51,26,16,11,21,45,35,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,142,22,3,47,0,1,24,0,3,1,57,59,7,25,172,110,0,22,67,59,0,0,45,15,19,47,32,3,2,0,0,0,0,0,0,0,6,2,13,4,30,24,30,8,10,37,52,10,5,2,11,1,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,12,1,0,1,0,1,1,0,2,0,2,1,0,0,1,1,2,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0,4,3,0,1,2,0,0,0,0,0,0,11,2,3,1,0,2,5,14,17,15,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
중구 대사동,74,86,50,78,156,42,194,4,131,114,120,28,23,338,166,100,61,137,167,443,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,52,27,0,56,0,0,3,1,1,1,262,300,93,169,554,149,0,31,51,349,0,0,491,289,405,647,235,40,26,0,0,0,0,0,0,0,156,103,246,65,104,220,160,62,69,237,526,147,62,30,214,1,0,0,0,0,0,0,0,0,0,1,38,43,4,11,0,1,4,0,1,0,0,105,25,6,30,15,1,25,0,10,24,5,45,16,4,9,2,24,1,0,0,0,16,1,1,2,0,1,0,6,3,23,2,1,10,12,13,11,0,1,0,0,0,0,128,14,22,3,8,6,77,79,84,80,9,3,1,2,10,4,1,1,0,0,1,0,0,0,0,13
중구 부사동,38,104,37,95,361,68,166,0,131,99,59,5,15,172,82,43,42,66,134,107,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,151,19,2,111,0,0,3,1,0,2,213,199,59,69,572,130,0,115,143,240,0,0,147,62,154,261,70,29,7,0,0,0,0,0,1,0,63,41,57,13,67,88,56,15,20,92,175,77,25,11,52,0,0,0,0,0,0,0,0,0,0,1,11,10,2,0,3,1,0,0,0,0,0,38,9,2,11,3,0,15,0,0,8,7,9,2,0,3,1,3,1,0,0,1,2,0,0,1,0,0,0,2,6,5,1,1,2,6,6,1,0,0,0,0,0,0,43,13,16,1,9,1,31,40,52,47,3,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
중구 용두동,23,32,15,19,54,30,45,0,54,42,57,16,17,307,180,104,114,168,53,269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,1,11,0,0,1,0,0,0,191,409,356,404,424,38,0,10,15,271,0,0,419,347,318,363,132,32,14,0,0,0,0,0,0,0,88,98,195,33,248,631,425,113,127,438,1065,295,56,48,80,0,0,0,0,0,0,0,0,0,0,0,43,26,5,5,4,3,6,0,0,0,0,195,14,13,43,38,4,31,1,25,40,12,59,7,9,10,5,32,3,0,0,2,10,0,1,1,0,0,1,25,10,67,5,4,11,3,27,10,0,0,0,0,0,0,165,50,13,0,3,1,67,69,127,49,13,7,4,5,11,4,1,1,0,0,0,0,0,0,0,7
중구 오류동,38,88,33,72,121,36,106,0,187,126,156,30,55,404,227,153,153,182,58,644,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,58,6,2,47,0,0,4,1,0,0,298,775,426,432,937,138,0,28,66,606,0,0,661,1119,1290,1448,576,133,40,0,0,6,0,0,0,0,510,305,871,264,394,794,568,240,326,823,1644,413,230,181,668,3,1,0,0,1,0,0,0,0,0,1,125,86,18,28,35,6,23,1,0,0,0,359,39,20,108,53,8,57,2,33,68,33,99,78,28,37,11,69,9,0,7,0,13,2,1,5,0,0,1,26,21,65,4,7,18,8,42,19,0,0,0,0,0,0,206,42,27,7,4,2,128,101,192,77,12,9,7,15,13,7,7,0,0,0,0,0,0,0,0,9
중구 태평동,22,52,31,17,57,13,75,0,80,74,94,18,21,289,200,134,100,171,76,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,1,23,0,0,4,0,0,1,287,534,362,352,735,78,0,14,18,441,0,0,894,775,1121,1205,544,148,54,0,0,1,0,0,0,0,411,555,999,267,499,1313,742,292,425,777,2247,443,255,186,534,1,0,0,1,0,0,0,0,0,0,5,80,72,17,16,15,18,19,1,0,0,0,408,52,20,128,66,11,49,1,31,84,37,90,40,5,12,3,60,3,0,4,0,5,0,1,2,0,0,2,20,8,67,4,10,11,7,42,10,0,0,0,0,0,0,226,70,17,2,14,7,136,69,213,58,11,1,2,4,6,3,0,0,0,0,0,0,0,0,0,13
중구 유천동,45,91,34,33,104,33,133,0,103,104,106,20,9,327,238,160,129,178,68,453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,0,50,0,0,2,0,0,3,331,687,271,333,852,102,0,15,53,529,0,0,1059,1091,1577,1764,1059,287,107,0,0,3,1,0,0,0,677,569,1447,388,477,933,646,328,365,754,1441,379,293,156,812,5,0,0,1,1,0,0,0,0,0,5,98,84,24,42,36,3,12,0,0,0,3,337,54,23,115,51,9,52,1,49,53,17,36,21,4,12,2,41,1,0,4,0,12,0,0,0,0,0,0,21,17,24,4,4,13,12,35,17,0,0,0,0,0,0,172,55,32,9,20,5,113,94,162,93,9,7,4,7,11,6,3,1,0,0,0,0,0,0,1,9
