법정동,BUS_ID,BUS_NN,탑승,하차,환승,BUS_NODE_I,GPS_LATI(위도),GPS_LONG(경도),ROUTE_NO
서구 장안동,35000,산막골,186,1,0,8070038,36.201443,127.340546,22
서구 장안동,34110,용바위,1,211,1,8002283,36.231873,127.346306,"20, 22"
서구 장안동,34120,용바위,310,1,4,8002284,36.232365,127.346565,"20, 22"
서구 장안동,34140,장안동,33,483,4,8002513,36.214138,127.33683,"20, 22"
서구 장안동,34150,장안동,750,5,9,8002512,36.214123,127.33693,"20, 22"
서구 장안동,34130,장안동종점,93,233,0,8002516,36.197227,127.33841,22
서구 장안동,34220,장안저수지,3,94,0,8002514,36.22686,127.34557,"20, 22"
서구 장안동,34230,장안저수지,188,1,4,8002515,36.226814,127.34573,"20, 22"
서구 장안동,34200,장태산길곡길입구,482,8,10,8002521,36.22197,127.34248,"20, 22"
서구 장안동,34210,장태산길곡길입구,6,259,2,8002522,36.222107,127.342514,"20, 22"
서구 장안동,34160,장태산자연휴양림,8,895,1,8002524,36.22058,127.33828,"20, 22"
서구 장안동,34170,장태산자연휴양림,1039,5,30,8002523,36.220737,127.338394,"20, 22"
서구 장안동,35600,장태산종점,112,67,1,8007441,36.21223,127.336754,20
서구 장안동,35010,하산막골,0,23,0,8070039,36.203613,127.34124,22
서구 장안동,35020,하산막골,14,1,0,8070040,36.20389,127.34145,22
서구 평촌동,33960,사기점골,1,727,0,8001814,36.241,127.32156,"21, 24, 26"
서구 평촌동,33970,사기점골,428,2,7,8001813,36.240894,127.32168,"21, 24, 26"
서구 평촌동,34000,새터,19,538,2,8001910,36.243614,127.32511,"21, 24, 26"
서구 평촌동,33920,장전,66,1109,0,8002518,36.23189,127.31623,"21, 24"
서구 평촌동,33930,장전,876,64,9,8002517,36.23181,127.31634,"21, 24"
서구 평촌동,33940,평촌1통마을회관,128,2460,12,8002834,36.239246,127.31823,"21, 24, 26"
서구 평촌동,33950,평촌1통마을회관,2500,99,39,8002835,36.23916,127.31829,"21, 24, 26"
서구 평촌동,33880,평촌2통마을회관,4,645,1,8002838,36.239536,127.315384,26
서구 평촌동,33900,평촌2통마을회관,657,6,6,8005598,36.239426,127.31553,26
서구 평촌동,33860,평촌2통아래뜸,5,266,1,8002837,36.238014,127.3125,26
서구 평촌동,33870,평촌2통아래뜸,357,2,12,8005597,36.237865,127.31247,26
서구 평촌동,34240,평촌동종점,963,725,1,8002842,36.2366,127.30757,26
서구 오동,34270,영골,61,474,1,8002215,36.231174,127.31151,"21, 24"
서구 오동,34280,영골,690,115,6,8002214,36.231056,127.31157,"21, 24"
서구 오동,34250,오동,4,20,0,8002221,36.230793,127.30842,"21, 24"
서구 오동,34260,오동,15,187,4,8002222,36.230984,127.30901,"21, 24"
서구 우명동,35060,반송마을입구,34,0,0,8007190,36.23446,127.28742,24
서구 우명동,35070,반송마을입구,4,90,0,8007191,36.23449,127.28747,24
서구 우명동,34340,어곡교,21,792,2,8002192,36.224056,127.302895,"21, 24"
서구 우명동,34350,어곡교,684,17,2,8002193,36.22405,127.30306,"21, 24"
서구 우명동,34320,우명2구,199,0,3,8002332,36.225334,127.29443,24
서구 우명동,34330,우명2구,4,254,0,8002331,36.225357,127.29455,24
서구 우명동,35080,우명교,1,174,0,8005893,36.227283,127.30215,"21, 24"
서구 우명동,35090,우명교,175,2,0,8005892,36.227345,127.302574,"21, 24"
서구 우명동,34300,우명동,251,0,1,8002333,36.22614,127.293686,24
서구 우명동,34310,우명동,2,110,1,8002334,36.22617,127.29377,24
서구 우명동,35170,우명동낚시터,1,204,0,8007255,36.22855,127.29341,24
서구 우명동,35180,우명동낚시터,253,3,0,8007256,36.22865,127.293,24
서구 우명동,34290,우명동종점,574,351,0,8002335,36.23753,127.285614,24
서구 우명동,72260,조동1리,82,1139,19,8002586,36.222614,127.295296,"21, 24"
서구 우명동,35820,짐밭골,0,0,0,8007519,36.23258,127.28933,24
서구 원정동,35440,구만리,1,21,0,8007386,36.262432,127.30081,23
서구 원정동,35450,구만리,20,0,0,8007387,36.26258,127.30047,23
서구 원정동,35400,뒷골,3,127,0,8007382,36.25501,127.304,23
서구 원정동,35410,뒷골,313,1,0,8007383,36.255062,127.30389,23
서구 원정동,35480,무도리종점,198,131,0,8007390,36.25806,127.28742,23
서구 원정동,34360,원정1통마을회관,540,2,0,8002366,36.25784,127.30171,23
서구 원정동,35420,원정1통마을회관,2,345,1,8007384,36.2579,127.3018,23
서구 원정동,35430,원정동,278,229,0,8007385,36.25703,127.306496,23
서구 원정동,34370,원정역,209,1,0,8002367,36.253548,127.304886,23
서구 원정동,34380,원정역,0,308,0,8002368,36.253685,127.305016,23
서구 원정동,35460,중리마을,2,89,0,8007388,36.26289,127.29583,23
서구 원정동,35470,중리마을,161,3,2,8007389,36.26278,127.29588,23
서구 용촌동,34020,야실,0,96,0,8002179,36.24961,127.33071,23
서구 용촌동,34030,야실,281,2,0,8002178,36.249527,127.33071,23
서구 용촌동,33980,용촌1통,8,293,0,8002322,36.24924,127.32297,23
서구 용촌동,33990,용촌1통,411,1,0,8002321,36.249195,127.3232,23
서구 용촌동,34390,용촌2통,2,376,1,8002324,36.24882,127.312775,23
서구 용촌동,34400,용촌2통,529,2,2,8002323,36.24872,127.312775,23
서구 용촌동,33890,용촌교,150,0,1,8002326,36.247574,127.31556,23
서구 용촌동,33910,용촌교,2,146,0,8002325,36.247635,127.31566,23
서구 용촌동,34940,용촌교삼거리,1,151,0,8003052,36.24721,127.31668,23
서구 용촌동,35490,용촌교삼거리,24,0,0,8007391,36.24715,127.316826,23
서구 봉곡동,34440,봉곡,227,2,0,8001765,36.27055,127.32827,25
서구 봉곡동,34450,봉곡,2,227,0,8001766,36.270626,127.32837,25
서구 봉곡동,34420,봉곡1통,105,4,0,8001767,36.273205,127.325714,25
서구 봉곡동,34430,봉곡1통,0,74,0,8001768,36.273228,127.32586,25
서구 봉곡동,34410,봉곡동종점,656,427,2,8001769,36.27545,127.320625,25
서구 괴곡동,34500,고릿골구름다리,53,559,4,8001127,36.28589,127.35225,"20, 21, 22, 23, 24, 25, 26"
서구 괴곡동,34510,고릿골구름다리,654,62,22,8001126,36.285625,127.352394,"20, 21, 22, 23, 24, 25, 26"
서구 괴곡동,34530,괴곡동.고리골,8,201,1,8001128,36.288486,127.35376,"20, 21, 22, 23, 24, 25, 26"
서구 괴곡동,34540,괴곡동.고리골,11,16,0,8001129,36.288364,127.35451,"20, 21, 22, 23, 24, 25, 26"
서구 괴곡동,34480,대전추모공원,1913,35,470,8001107,36.279682,127.34707,"21, 25"
서구 괴곡동,34490,대전추모공원,29,1735,9,8001108,36.27981,127.34718,"21, 25"
서구 괴곡동,34560,모세골,1,8,0,8001621,36.28804,127.36048,27
서구 괴곡동,34570,모세골,8,9,1,8001620,36.28792,127.36061,27
서구 괴곡동,34620,반지리,1,19,1,8001682,36.282787,127.36216,27
서구 괴곡동,34630,반지리,58,1,0,8001683,36.282818,127.362404,27
서구 괴곡동,34520,벌말,20,149,6,8001720,36.280983,127.35445,"21, 25"
서구 괴곡동,34550,벌말,72,17,3,8001719,36.280823,127.35441,"21, 25"
서구 괴곡동,35380,벌말,260,25,27,8007380,36.28175,127.35459,"20, 22, 23, 24, 26"
서구 괴곡동,35390,벌말,14,229,2,8007381,36.28185,127.35423,"20, 22, 23, 24, 26"
서구 괴곡동,34460,상보안,4,62,0,8001897,36.276512,127.3458,"21, 25"
서구 괴곡동,34470,상보안,81,5,3,8001896,36.276413,127.34595,"21, 25"
서구 괴곡동,35500,상보안,10,190,2,8007392,36.276165,127.3486,"20, 22, 23, 24, 26"
서구 괴곡동,35510,상보안,174,16,9,8007393,36.27626,127.3499,"20, 22, 23, 24, 26"
서구 괴곡동,34640,선골,306,9,0,8001973,36.278584,127.36598,27
서구 괴곡동,34650,선골,13,267,0,8001974,36.278587,127.36582,27
서구 괴곡동,35190,암뱀골,13,156,0,8007264,36.275837,127.364456,27
서구 괴곡동,35200,암뱀골,43,9,2,8007265,36.27578,127.36462,27
서구 괴곡동,34580,원정림,9,74,1,8002384,36.289658,127.360954,27
서구 괴곡동,34590,원정림,21,6,0,8002383,36.289787,127.36113,27
서구 만년동,34680,강변아파트,240,5503,11,8001073,36.36743,127.37552,514
서구 만년동,34730,대전예술의전당,3237,2767,145,8001395,36.364975,127.38449,"606, 618, 911"
서구 만년동,34660,만년고등학교,588,762,40,8001595,36.36777,127.37283,916
서구 만년동,34700,만년동,24,1435,1,8001597,36.365078,127.3757,916
서구 만년동,34690,만년중학교,1461,3,82,8001598,36.367176,127.37566,916
서구 만년동,34710,서구보건소,147792,65767,31195,8001922,36.36827,127.37935,"104, 301, 318, 514, 604, 606, 705, 911, 918"
서구 만년동,34720,서구보건소,70915,106877,28055,8001923,36.36857,127.37971,"104, 301, 318, 604, 606, 705, 911, 918"
서구 만년동,34780,천연기념물센터,627,44,9,8005926,36.367397,127.39311,618
서구 만년동,34790,천연기념물센터,9,614,3,8005927,36.367416,127.393555,618
서구 만년동,34740,한밭수목원,4420,4249,247,8002081,36.364937,127.38877,"606, 618, 911"
서구 만년동,34670,둔천초등학교,305,30,6,8005908,36.36903,127.37446," 514,  514"
유성구 원내동,40050,교촌초등학교,2779,5481,93,8002673,36.303165,127.316635,"211, 212, 3, 704"
유성구 원내동,45620,대전공업고등학교,12,3239,1,8070008,36.296066,127.319496,"3, 704"
유성구 원내동,46520,롯데마트서대전점,2302,16757,465,8001584,36.30045,127.32627,"1, 2002, 202, 3, 41, 42, 43, 46"
유성구 원내동,80040,샘물타운,334,19,35,8005705,36.29882,127.32031,3
유성구 원내동,82130,샘물타운,3,526,1,8005652,36.298782,127.320114,3
유성구 원내동,40210,샘물타운아파트,2175,30575,1129,8001916,36.29987,127.32176,"1, 201, 211, 212, 216, 41, 42, 43, 45, 46, 47, 47-1"
유성구 원내동,40220,샘물타운아파트,34124,1628,1993,8001915,36.29973,127.32204,"1, 201, 211, 212, 216, 41, 42, 43, 45, 46, 47, 47-1"
유성구 원내동,40230,샘물타운아파트,1248,9035,429,8001914,36.298393,127.32307,"114, 2002, 202, 203, 3"
유성구 원내동,40100,서대전IC,4799,736,1007,8001946,36.294,127.31839,"1, 201, 216, 41, 42, 43, 45, 46, 47, 47-1, 704"
유성구 원내동,40180,서대전IC,3388,7920,2088,8001944,36.29332,127.32043,"1, 114, 2002, 201, 202, 203, 213, 216, 3, 41, 42, 43, 45, 46, 47, 47-1, 704"
유성구 원내동,46530,신선마을아파트,4191,18169,432,8001158,36.30164,127.32975,"1, 2002, 202, 3, 41, 42, 43, 46"
유성구 원내동,40110,원내동,39818,51730,23311,8002352,36.299892,127.31857,"1, 201, 211, 212, 216, 3, 41, 42, 43, 45, 46, 47, 47-1, 704"
유성구 원내동,40120,원내동,77834,39168,26376,8002351,36.29977,127.31898,"1, 201, 211, 212, 216, 3, 41, 42, 43, 45, 46, 47, 47-1, 704"
유성구 원내동,40080,원내동공영차고지,3028,492,450,8002355,36.29267,127.318375,"1, 114, 201, 203, 213, 216, 3, 704"
유성구 원내동,46340,원내동공영차고지,161,834,39,8007263,36.292538,127.318535,"1, 114, 201, 203, 213, 216, 3, 704"
유성구 원내동,40140,제이파크아파트,7753,4752,304,8002574,36.303707,127.31873,"211, 212, 3, 704"
유성구 원내동,40020,진잠동주민센터,73,3211,11,8002675,36.29878,127.31603,"1, 201, 216, 41, 42, 43, 45, 46, 47, 47-1"
유성구 원내동,40030,진잠동주민센터,8191,813,239,8002676,36.2988,127.31613,"1, 201, 216, 41, 42, 43, 45, 46, 47, 47-1"
유성구 원내동,40060,진잠중학교,13919,347,331,8002678,36.29632,127.3173,"1, 201, 216, 41, 42, 43, 45, 46, 47, 47-1"
유성구 원내동,40070,진잠중학교,559,8947,46,8002677,36.296177,127.317154,"1, 201, 216, 41, 42, 43, 45, 46, 47, 47-1"
유성구 원내동,40010,진잠초등학교,4260,3512,278,8002679,36.301,127.315384,"211, 212, 3, 704"
유성구 원내동,40160,진잠타운아파트,18,4199,2,8005858,36.297318,127.32017,"3, 704"
유성구 원내동,40170,진잠타운아파트,9517,12,205,8005859,36.297245,127.32031,"3, 704"
유성구 원내동,40200,진잠타운아파트,758,9552,96,8002681,36.295723,127.321304,"114, 2002, 202, 203, 3"
유성구 원내동,45610,한아름아파트,7320,83,371,8070009,36.29591,127.319565,"3, 704"
유성구 교촌동,40240,교도소입구,325,836,28,8001138,36.308952,127.31843,"211, 212, 3, 704"
유성구 교촌동,40250,교도소입구,354,619,53,8001137,36.30974,127.31823,"211, 212, 3, 704"
유성구 교촌동,82110,교촌동,47,32,3,8005711,36.311394,127.31724,3
유성구 교촌동,40040,교촌초등학교,4054,2143,74,8002674,36.30332,127.31658,"211, 212, 3, 704"
유성구 교촌동,40090,제이파크아파트,8469,4894,265,8002575,36.30404,127.319435,"211, 212, 3, 704"
유성구 교촌동,45460,진잠초등학교,2737,3336,88,8005584,36.300694,127.3153,"211, 212, 3, 704"
유성구 교촌동,40130,한승미메이드아파트,6059,2341,104,8002948,36.30684,127.319336,"211, 212, 3, 704"
유성구 교촌동,40150,한승미메이드아파트,3047,1521,101,8002949,36.306267,127.31981,"211, 212, 3, 704"
유성구 대정동,40350,교도소,1640,1972,58,8001136,36.31144,127.325195,212
유성구 대정동,40300,교촌3통,286,3630,15,8001140,36.31188,127.31859,"211, 212, 3, 704"
유성구 대정동,40310,교촌3통,693,148,34,8001141,36.312122,127.31857,"211, 212, 704"
유성구 대정동,40290,대정2통,658,409,10,8001438,36.315563,127.315384,"3, 704"
유성구 대정동,40260,대정동,273,433,1,8001439,36.319748,127.31369,"3, 704"
유성구 대정동,40270,대정동,397,221,5,8001440,36.319496,127.31408,"3, 704"
유성구 대정동,40330,드리움아파트,27629,6284,1346,8001580,36.31222,127.31981,"211, 212, 3, 704"
유성구 대정동,40340,드리움아파트,13341,19865,727,8001579,36.313576,127.32004,"211, 212, 3, 704"
유성구 대정동,40280,용머리,316,440,6,8002275,36.316544,127.31473,"3, 704"
유성구 대정동,45300,드리움공원,6219,7117,321,8005714,36.315506,127.31987," 3,  3, 212, 704"
유성구 대정동,45310,드리움공원,3551,2836,77,8001578,36.315403,127.32004," 3, 212, 704,  3"
유성구 대정동,40320,화물터미널,1082,742,84,8005978,36.3184,127.32007," 3, 212,  3"
유성구 용계동,40500,계산동,921,179,5,8001092,36.32584,127.31161,"3, 704"
유성구 용계동,46130,도로교통공단,1986,27,38,8007156,36.332092,127.33451,"11, 601"
유성구 용계동,45360,목원대학사마을,0,2,0,8005931,36.327095,127.33472,11
유성구 용계동,40370,밀머리네거리,604,517,3,8002669,36.32413,127.3119,"3, 704"
유성구 용계동,40390,용계2통,63,137,0,8002268,36.326942,127.32982,11
유성구 용계동,40400,용계2통,138,2,0,8002267,36.32693,127.32988,11
유성구 용계동,45370,용계54통,4,4,0,8005929,36.324844,127.33472,11
유성구 용계동,45380,용계54통,20,34,0,8005932,36.324825,127.33476,11
유성구 용계동,41760,용계동,3,19,3,8002269,36.33154,127.33016,11
유성구 용계동,41770,용계동,15,3,1,8002270,36.331398,127.33028,11
유성구 용계동,40410,용계동접수마을,5,74,0,8002272,36.32932,127.33084,11
유성구 용계동,40420,용계동접수마을,35,0,1,8002271,36.329334,127.33091,11
유성구 용계동,40380,용계동종점,530,170,8,8002273,36.32549,127.32923," 11,  11,  11"
유성구 학하동,45790,리빙포레아파트,18991,79,304,8003070,36.343468,127.30337,"113, 117"
유성구 학하동,45780,미학아파트,58,12515,8,8003071,36.343277,127.30327,"113, 117"
유성구 학하동,82440,미학아파트,1707,1506,55,8007023,36.34193,127.30295,3
유성구 학하동,82450,미학아파트,2187,1440,44,8007230,36.34174,127.30312,3
유성구 학하동,45950,별밭공원,150,4156,12,8007064,36.340622,127.305,"113, 117, 3"
유성구 학하동,82590,별밭공원,383,146,86,8007410,36.34088,127.305374,3
유성구 학하동,40430,신생병원,263,775,8,8002104,36.331535,127.31168,"3, 704"
유성구 학하동,40440,신생병원,901,218,17,8002105,36.331585,127.31187,"3, 704"
유성구 학하동,82480,자광사,113,143,7,8007025,36.338432,127.31286,3
유성구 학하동,82490,자광사,105,91,11,8007024,36.338562,127.31284,3
유성구 학하동,40470,학하동,31,1560,0,8002864,36.337673,127.31496,704
유성구 학하동,40480,학하동,2457,935,30,8002863,36.33738,127.314766,"3, 704"
유성구 학하동,82460,학하중앙로,261,171,7,8007241,36.34064,127.30772,3
유성구 학하동,82470,학하중앙로,197,341,6,8007229,36.34089,127.307686,3
유성구 학하동,40450,학하초등학교,1520,1940,15,8002867,36.33476,127.312645,"3, 704"
유성구 학하동,40460,학하초등학교,1377,599,24,8002868,36.334797,127.31284,"3, 704"
유성구 계산동,40490,계산동,407,1108,4,8001093,36.325844,127.311424,"3, 704"
유성구 계산동,40360,밀머리네거리,221,545,4,8002670,36.324165,127.31174,"3, 704"
유성구 계산동,45960,별밭공원,2805,15,68,8007065,36.33947,127.30446,"113, 117"
유성구 계산동,45800,학의뜰아파트,174,6815,15,8003073,36.33584,127.30183,"113, 117, 3"
유성구 계산동,45810,학하동종점,10127,419,396,8003072,36.337196,127.30318,"113, 117, 3"
유성구 성북동,46670,국립대전숲체원,92,60,0,8007487,36.323128,127.29093,41
유성구 성북동,40800,성북1통,178,2,0,8002002,36.31458,127.28457,41
유성구 성북동,46410,성북1통,1,132,0,8007330,36.31466,127.28468,41
유성구 성북동,40510,성북1통마을회관,496,3,0,8001771,36.31185,127.289406,41
유성구 성북동,40520,성북1통마을회관,0,322,0,8001770,36.31183,127.289505,41
유성구 성북동,40570,성북2통동구나무,222,6,0,8002007,36.3038,127.292625,41
유성구 성북동,40580,성북2통동구나무,3,357,1,8002006,36.303936,127.29271,41
유성구 성북동,40550,성북2통마을회관앞,1027,7,0,8002009,36.30641,127.29155,41
유성구 성북동,40560,성북2통마을회관앞,5,771,0,8002008,36.30664,127.29163,41
유성구 성북동,40590,성북3통굿개말길,548,1,0,8002013,36.29852,127.29574,41
유성구 성북동,40600,성북3통굿개말길,3,286,0,8002012,36.298546,127.29593,41
유성구 성북동,40610,성북3통마을회관,430,0,0,8002015,36.294304,127.29933,41
유성구 성북동,40620,성북3통마을회관,3,403,0,8002014,36.29448,127.299416,41
유성구 성북동,40790,성북동산림욕장,25,54,0,8002017,36.315147,127.28231,41
유성구 세동,40650,감골,47,0,0,8001069,36.304764,127.271416,42
유성구 세동,40660,감골,0,68,0,8001068,36.304787,127.27153,42
유성구 세동,40740,구억들,424,7,0,8001170,36.288555,127.27451,42
유성구 세동,40760,구억들,7,175,0,8001171,36.2886,127.27453,42
유성구 세동,40670,돌마루,28,1,0,8001513,36.300896,127.27199,42
유성구 세동,40680,돌마루,0,32,0,8001512,36.30066,127.27212,42
유성구 세동,40960,사봉,4,1,0,8001820,36.28306,127.27581,42
유성구 세동,40970,사봉,0,27,0,8001819,36.283073,127.275894,42
유성구 세동,40730,삼박골,106,3,0,8001867,36.29509,127.27477,42
유성구 세동,40750,삼박골,4,92,0,8001866,36.29499,127.27489,42
유성구 세동,40770,세동2통,216,3,0,8002021,36.284878,127.27648,42
유성구 세동,40780,세동2통,5,164,0,8002020,36.284863,127.27658,42
유성구 세동,45990,쉼터공동체,5,499,1,8007098,36.31051,127.26933,42
유성구 세동,46000,쉼터공동체,348,1,0,8007099,36.310482,127.26927,42
유성구 세동,40690,양새터골,91,16,0,8002182,36.302788,127.27215,42
유성구 세동,40700,양새터골,27,68,0,8002181,36.30257,127.27226,42
유성구 세동,40710,중세동,421,4,0,8002624,36.292896,127.27427,42
유성구 세동,40720,중세동,4,431,1,8002623,36.29288,127.27438,42
유성구 세동,40640,세동종점,1097,673,0,9002022,36.311546,127.26877," 42,  42"
유성구 송정동,40860,송정1통,236,11,0,8002057,36.279114,127.25645,46
유성구 송정동,40870,송정1통,127,403,1,8002058,36.27987,127.25586,46
유성구 송정동,40880,송정2통,12,305,0,8002060,36.276085,127.26265,46
유성구 송정동,40890,송정2통,269,7,0,8002059,36.275784,127.262794,46
유성구 송정동,40830,송정소징이,47,249,6,8005867,36.28663,127.25,46
유성구 송정동,46320,안골입구,12,166,6,8007247,36.28805,127.248924,46
유성구 송정동,46330,안골입구,96,1,0,8007248,36.288105,127.24904,46
유성구 송정동,40810,한배미뜰,2,37,0,8005866,36.2904,127.2478,46
유성구 송정동,40820,한배미뜰,11,2,1,8002936,36.290466,127.24789,46
유성구 송정동,40840,송정소징이,495,53,1,9002062,36.287224,127.24938," 46,  46"
유성구 방동,40990,계룡과선교,27,472,7,8001559,36.26632,127.28078,"2002, 202, 43, 45, 47, 47-1"
유성구 방동,45980,계룡과선교,226,19,60,8001557,36.26698,127.28032,"42, 46"
유성구 방동,40920,방동1통,26,1,0,8001688,36.27028,127.27361,46
유성구 방동,40930,방동1통,2,141,0,8001689,36.270863,127.27326,46
유성구 방동,40940,방동1통,261,71,0,8001687,36.27324,127.2741,42
유성구 방동,40950,방동1통,8,288,5,8001686,36.27322,127.274216,42
유성구 방동,41050,방동3통,13,585,3,8002212,36.272034,127.29092,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41060,방동3통,465,16,5,8001690,36.271362,127.291214,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41080,방동4통,435,10,2,8001691,36.279743,127.29987,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41090,방동4통,39,397,1,8001692,36.28068,127.30134,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41100,방동5통,363,15,4,8001694,36.28904,127.305046,41
유성구 방동,41110,방동5통,6,89,5,8001693,36.28906,127.305176,41
유성구 방동,40900,방동길,43,695,0,8001696,36.273525,127.26867,46
유성구 방동,40910,방동길,669,123,4,8001695,36.27205,127.26943,46
유성구 방동,41170,방동대교,204,31,3,8001697,36.2835,127.30988,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41120,방동새운네,159,0,0,8001699,36.287792,127.30664,41
유성구 방동,41130,방동새운네,3,123,2,8001698,36.28786,127.306755,41
유성구 방동,41140,방동저수지,6,237,3,8001702,36.285984,127.30783,41
유성구 방동,41150,방동저수지,91,4,0,8001701,36.284855,127.30879,41
유성구 방동,41160,방동저수지,45,540,9,8001700,36.284565,127.3103,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41030,삿갓집,20,374,5,8001892,36.267147,127.28883,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41040,삿갓집,349,9,40,8001893,36.267532,127.29001,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41010,알로에농장,5,157,3,8002177,36.266914,127.28483,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41020,알로에농장,222,11,10,8002176,36.26658,127.28543,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,41070,엉고개,45,33,0,8002213,36.2761,127.2935,"2002, 202, 42, 43, 45, 46, 47, 47-1"
유성구 방동,40980,계룡과선교,382,177,8,8001558,36.267704,127.27868," 42, 46,  42, 46, 43, 45, 47, 47-1"
유성구 봉명동,32700,갑천역,138,720,46,8005519,36.3551,127.355064,911
유성구 봉명동,45500,도안센트럴시티,63477,15252,1842,8005990,36.345154,127.34042,"106, 11, 115, 312, 706"
유성구 봉명동,45740,도안센트럴시티,3112,1746,152,8070026,36.348476,127.34224,114
유성구 봉명동,41370,만년교,54703,21428,12339,8001596,36.351994,127.34679,"101, 103, 105, 107, 116, 119, 312, 911"
유성구 봉명동,41380,만년교,14998,43266,6698,8003032,36.352818,127.345505,"101, 103, 105, 107, 116, 119, 312, 911"
유성구 봉명동,41240,봉명동,793,3147,69,8001775,36.35035,127.33926,103
유성구 봉명동,41250,봉명동,2044,1237,48,8001774,36.350143,127.33929,103
유성구 봉명동,41210,봉명동우체국,53726,28749,13494,8001590,36.35465,127.33812,"1, 102, 107, 11, 113, 116, 117, 121, 3, 312, 48, 5, 655, 704, 912"
유성구 봉명동,45660,봉명베르디움,1315,6200,22,8070014,36.350018,127.348145,3
유성구 봉명동,45670,봉명베르디움,10760,3986,2082,8070015,36.350044,127.347946,3
유성구 봉명동,45710,봉명중학교,389,1623,16,8070023,36.3487,127.34562,114
유성구 봉명동,45730,봉명초등학교,700,2036,33,8070025,36.348774,127.342316,114
유성구 봉명동,45640,예미지7단지,1345,797,56,8070013,36.347095,127.3479,114
유성구 봉명동,45650,예미지7단지,3025,4804,44,8007184,36.348034,127.347885,3
유성구 봉명동,45720,예미지7단지,766,1150,19,8070024,36.34843,127.346176,114
유성구 봉명동,46310,예미지7단지,7568,3489,37,8007244,36.346813,127.347885,3
유성구 봉명동,41220,온천1동주민센터,680,356,327,8001777,36.35292,127.338425,3
유성구 봉명동,41350,온천교,29109,35251,2441,8002961,36.357758,127.3426,"1, 102, 106, 114, 115, 117, 48, 5, 655, 706"
유성구 봉명동,41360,온천교,70153,64831,9124,8002997,36.35811,127.34342,"1, 101, 102, 105, 106, 113, 114, 115, 117, 119, 121, 48, 5, 704, 706, 911, 912"
유성구 봉명동,45290,유림공원,10659,46423,1560,8005921,36.359795,127.35468,"102, 106, 108, 113, 706"
유성구 봉명동,41180,유성시외버스정류장,48548,69543,14904,8002403,36.355713,127.3346,"102, 107, 113, 116, 121, 3, 312, 48, 5, 704"
유성구 봉명동,41190,유성시외버스정류장,66931,44316,17298,8002402,36.355476,127.334816,"102, 107, 113, 116, 121, 3, 312, 48, 5, 704"
유성구 봉명동,82160,유성온천역,661,4041,319,8005681,36.353737,127.33895,3
유성구 봉명동,41280,유성온천역2번출구,9285,3980,3754,8001772,36.351986,127.341034,103
유성구 봉명동,45700,유성온천역2번출구,8154,38678,1088,8070027,36.351593,127.34072,"106, 11, 114, 115, 706"
유성구 봉명동,41260,유성온천역3번출구,30957,9708,13042,8001773,36.35236,127.34094,"106, 114, 115, 706"
유성구 봉명동,41300,유성온천역3번출구,5134,12877,3536,8002408,36.353306,127.340996,"103, 11"
유성구 봉명동,41270,유성온천역4번출구,13783,4168,4369,8002409,36.354187,127.3398,"107, 116, 312"
유성구 봉명동,41290,유성온천역5번출구,53542,59711,34809,8002410,36.35433,127.33983,"1, 107, 11, 113, 116, 117, 121, 312, 48, 5, 655, 704, 912"
유성구 봉명동,41320,유성온천역6번출구,119417,58421,77480,8002411,36.35488,127.34153,"1, 102, 106, 114, 115, 48, 5, 655, 706"
유성구 봉명동,41330,유성온천역7번출구,192485,209593,116449,8002412,36.354378,127.34202,"1, 101, 102, 105, 106, 113, 114, 115, 117, 119, 121, 48, 5, 655, 704, 706, 911, 912"
유성구 봉명동,41200,유성자이아파트,7524,3993,1493,8002401,36.35589,127.336685,"1, 11, 117, 655, 912"
유성구 봉명동,41340,한진오피스텔,36873,30902,5282,8002960,36.356445,127.342064,"101, 105, 113, 119, 121, 655, 704, 911, 912"
유성구 봉명동,41390,홈플러스유성점,54627,26144,6708,8002984,36.359398,127.3545,"102, 106, 108, 113, 706"
유성구 구암동,41430,구암8통,241,2737,115,8001163,36.35921,127.313835,"102, 103, 104, 107, 11, 113, 48"
유성구 구암동,41440,구암8통,1283,1027,151,8001162,36.35907,127.31484,"102, 103, 104, 107, 11, 113, 48"
유성구 구암동,41520,구암동,2448,3718,532,8001167,36.34947,127.326836,"3, 312, 704"
유성구 구암동,41530,구암동,3948,2091,244,8001166,36.349415,127.327065,"3, 312, 704"
유성구 구암동,80550,구암동,89,1509,11,8005829,36.35337,127.33268,5
유성구 구암동,82270,구암동,978,167,40,8005656,36.3534,127.33288,5
유성구 구암동,41560,구암역,23936,4452,18672,8001168,36.356045,127.330986,"103, 312, 704"
유성구 구암동,41570,구암역,5301,24214,2467,8001169,36.355785,127.3312,"103, 312, 704"
