법정동,BUS_ID,BUS_NN,탑승,하차,환승,BUS_NODE_I,GPS_LATI(위도),GPS_LONG(경도),ROUTE_NO
중구 석교동,20900,석교동행정복지센터,49450,7647,2338,8001963,36.309025,127.443535,"108, 2, 501, 513, 52, 620"
중구 석교동,20910,석교치안센터,2874,9326,263,8001244,36.307796,127.44515,"108, 501, 513, 52, 620"
중구 석교동,20920,석교치안센터,12952,3240,388,8001243,36.307575,127.44639,"108, 501, 513, 52, 620"
중구 호동,20930,호동,5386,28764,1980,8002981,36.3047,127.44925,"108, 2, 501, 513, 620"
중구 호동,20940,호동,38783,3964,1629,8002980,36.303894,127.45041,"108, 2, 501, 513, 620"
중구 옥계동,20990,옥계교,2281,6178,242,8002253,36.297256,127.455696,"108, 501, 513, 620"
중구 옥계동,20970,옥계동,2677,14217,297,8002255,36.298992,127.4542,"108, 501, 513, 620"
중구 옥계동,20950,은혜아파트,3180,13129,199,8002457,36.301357,127.45215,"108, 501, 513, 620"
중구 옥계동,20960,은혜아파트,9660,2291,304,8002456,36.301216,127.452736,"108, 501, 513, 620"
중구 옥계동,20980,옥계동,49866,18520,7368,8002254,36.29909,127.45454," 2, 2, 501, 513, 620,  2"
중구 대사동,21040,남대전고등학교,11323,10839,2959,8001245,36.313843,127.42812,"108, 119, 618, 619, 620"
중구 대사동,21060,남대전고등학교,7064,3357,608,8001246,36.31431,127.42818,"108, 618, 619, 620"
중구 대사동,23120,대자연아파트,1130,773,18,8001370,36.315353,127.41709,618
중구 대사동,23130,대자연아파트,560,1500,9,8005923,36.315403,127.41748,618
중구 대사동,21000,문화동하우스토리,12045,5431,987,8001356,36.31986,127.41597,"119, 30, 315"
중구 대사동,23350,보문산공원,9352,8465,135,8007006,36.312027,127.420395,802
중구 대사동,23330,보문산공원로,19,1875,12,8007004,36.31366,127.42235,802
중구 대사동,23340,보문산공원로,2670,27,30,8007005,36.31354,127.42233,802
중구 대사동,23310,보문산진입로,622,3417,544,8007002,36.315628,127.42538,802
중구 대사동,23320,보문산진입로,3539,719,259,8007003,36.315903,127.42575,802
중구 대사동,21030,보문오거리,5253,12211,458,8001746,36.317078,127.425064,"119, 618, 619"
중구 대사동,23260,보문오거리,17794,5895,3459,8005998,36.31739,127.42518,"119, 618, 619"
중구 대사동,23180,충남대학병원동문,1124,6307,126,8005924,36.317757,127.41753,618
중구 대사동,21010,충대병원네거리,2901,9357,536,8001355,36.31889,127.41646,"119, 30, 315"
중구 대사동,20670,테미고개,4933,2387,1161,8002800,36.318043,127.42363,"119, 313, 618, 619"
중구 대사동,21020,테미고개,734,4439,96,8002799,36.31779,127.42311,"119, 313, 618, 619"
중구 대사동,21050,한화생명이글스파크,2396,1586,168,8002932,36.3183,127.42844,"119, 802"
중구 대사동,23300,한화생명이글스파크,1098,118,85,8007001,36.31807,127.42851,802
중구 부사동,21110,부사오거리,28615,16765,8183,8001790,36.31336,127.43381,"108, 618, 619, 620"
중구 부사동,21120,부사오거리,59395,15852,9917,8001792,36.31405,127.43449,"2, 513, 52, 604"
중구 부사동,21130,부사오거리,36953,45525,17469,8001789,36.312645,127.43552,"108, 2, 501, 513, 52, 620"
중구 부사동,21070,청란여자고등학교,9883,4125,785,8002697,36.313583,127.43115,"108, 618, 619, 620"
중구 부사동,21080,청란여자고등학교,12214,14905,4544,8002696,36.313366,127.430954,"108, 119, 618, 619, 620"
중구 부사동,21090,한밭종합운동장,4766,18078,1295,8002743,36.31673,127.43257,"2, 513, 52, 604"
중구 부사동,21100,한밭종합운동장,16722,2857,795,8002744,36.317005,127.432846,"2, 513, 52, 604"
중구 용두동,21240,대전충남병무청,70014,49440,32021,8002734,36.322998,127.41465,"101, 103, 20, 2002, 201, 202, 311, 314, 33-1, 33-2, 513, 608, 612, 613, 614, 622"
중구 용두동,23240,목양마을아파트후문,218,533,1,8003077,36.33695,127.40358,614
중구 용두동,21200,서대전네거리역5번출구,26404,15947,4997,8001931,36.324142,127.410805,"101, 103, 315, 614, 618, 622"
중구 용두동,21220,서대전초등학교,4246,2207,243,8001943,36.324917,127.410934,603
중구 용두동,21140,어덕마을종점,171,1128,4,8005569,36.33303,127.401726,614
중구 용두동,21160,오룡역5번출구,18380,10562,2744,8002230,36.32997,127.40366,"101, 107, 315, 604, 618"
중구 용두동,21170,오룡역6번출구,5522,11624,804,8001543,36.329334,127.40689,"107, 317, 601, 604"
중구 용두동,21180,오룡역7번출구,25789,11581,15391,8002231,36.328983,127.40702,"107, 317, 601, 604, 614"
중구 용두동,21210,용두동주민센터,2560,3065,182,8002274,36.325027,127.41076,603
중구 용두동,21190,중도일보,9570,10046,1155,8001540,36.326393,127.408005,"101, 103, 315, 614, 618, 622"
중구 용두동,21230,호수돈여고,2035,2904,11,8002982,36.32702,127.41235,603
중구 용두동,21150,어덕마을종점,1212,24,14,8002200,36.33308,127.40213," 614,  614"
중구 오류동,21410,서대전네거리역3번출구,173591,95704,92961,8001929,36.322006,127.4105,"1, 119, 20, 2002, 201, 202, 311, 314, 33-1, 33-2, 513, 608, 612, 613, 618"
중구 오류동,21400,서대전네거리역4번출구,13867,21121,2548,8001928,36.324894,127.409225,"101, 103, 315, 614, 618"
중구 오류동,21340,서대전역,4387,4670,315,8001937,36.323532,127.404526,612
중구 오류동,21350,서대전역,12060,5416,866,8001936,36.3227,127.40459,"612, 622"
중구 오류동,21380,서대전역네거리,90283,35604,14081,8001935,36.321037,127.4069,"1, 119, 20, 2002, 201, 202, 314, 608, 612, 613"
중구 오류동,21370,오룡역1번출구,9857,10997,1812,8002227,36.32742,127.40632,"101, 315, 614, 618"
중구 오류동,21290,오룡역2번출구,10827,24151,1497,8001541,36.328133,127.4042,"103, 317, 601"
중구 오류동,21300,오룡역3번출구,27972,13015,16178,8002228,36.328373,127.403854,"103, 317, 601, 614"
중구 오류동,21260,오룡역4번출구,7188,12082,772,8001542,36.32992,127.40309,"107, 315, 604, 614"
중구 오류동,21330,오룡역4번출구,3360,4850,523,8002229,36.32908,127.40408,"101, 618"
중구 오류동,21270,오류네거리,755,2128,231,8002781,36.32699,127.40282,"612, 622"
중구 오류동,21280,오류네거리,767,818,144,8002780,36.32673,127.403206,612
중구 오류동,21310,오류초등학교입구,1830,2942,255,8002784,36.326538,127.40423,603
중구 오류동,21320,오류초등학교입구,1628,1998,83,8002785,36.32637,127.40397,603
중구 오류동,21390,중도일보,10239,7725,1856,8002748,36.326077,127.40773,"103, 603, 618"
중구 태평동,21440,버드내2단지,10772,3042,234,8001718,36.32182,127.39009,"608, 612"
중구 태평동,21420,버드내아파트,22910,31556,1680,8001715,36.316006,127.38748,"1, 119, 20, 2002, 201, 202, 613"
중구 태평동,21450,버드내아파트,17466,17369,1127,8001717,36.319447,127.392235,"316, 317, 608"
중구 태평동,21430,삼부/새롬아파트,5574,8381,352,8002786,36.322155,127.38996,"608, 612"
중구 태평동,21480,삼부아파트,18627,17555,1282,8001869,36.32371,127.393845,"316, 603, 612"
중구 태평동,21490,삼부아파트,21491,11555,1139,8001868,36.322933,127.39383,"316, 603, 612"
중구 태평동,21640,서대전역입구,4727,20434,197,8001939,36.32497,127.40029,"318, 603"
중구 태평동,21650,서대전역입구,22775,4472,697,8001938,36.325096,127.40055,"318, 603"
중구 태평동,21590,쌍용예가아파트,7547,15657,529,8002795,36.32281,127.398125,"318, 603"
중구 태평동,21600,유등마을아파트,7115,7674,281,8002388,36.33077,127.397995,"318, 612"
중구 태평동,21610,유등마을아파트,10621,5082,262,8002387,36.330563,127.39835,"318, 612"
중구 태평동,21550,태평1동주민센터,11701,20815,644,8002778,36.326595,127.397446,"103, 601"
중구 태평동,21580,태평1동주민센터,27014,11121,1498,8002779,36.326122,127.3967,"103, 317, 601"
중구 태평동,21520,태평시장,3415,4717,264,8002788,36.324688,127.395035,317
중구 태평동,21530,태평시장,2368,2458,57,8002789,36.324833,127.395294,317
중구 태평동,21460,태평오거리,23777,14673,2830,8002793,36.326553,127.39286,"103, 316, 601, 603"
중구 태평동,21470,태평오거리,21939,20087,2459,8002790,36.326183,127.39304,"103, 316, 601, 603"
중구 태평동,21510,태평오거리,710,2426,42,8002791,36.326595,127.39499,612
중구 태평동,21540,태평오거리,1389,912,130,8002792,36.32652,127.39526,612
중구 태평동,21560,태평중학교,469,1177,10,8001630,36.32979,127.3965,612
중구 태평동,21570,태평중학교,972,467,12,8002787,36.32976,127.3968,612
중구 태평동,23220,파라곤아파트,3667,268,16,8005951,36.320885,127.38693,608
중구 태평동,23670,파라곤아파트,172,2160,5,8007361,36.32012,127.386345,608
중구 태평동,21620,푸른뫼아파트,5023,2873,158,8002845,36.32847,127.39888,"318, 612"
중구 태평동,21630,푸른뫼아파트,4354,4262,209,8002844,36.328323,127.39927,"318, 612"
중구 태평동,23210,버드내아파트,1161,58,215,8005952,36.3161,127.38672," 608,  608"
중구 유천동,21830,문화초등학교,9973,18282,2004,8001669,36.31273,127.398796,"314, 318, 33-1, 33-2, 513, 615, 619"
중구 유천동,21720,버드내네거리,31786,17476,2451,8001948,36.317017,127.39268,"119, 20, 201, 202, 317, 608, 613"
중구 유천동,21680,버드내아파트,32828,23658,5877,8001714,36.31583,127.38794,"1, 113, 119, 20, 2002, 201, 202, 21, 22, 23, 24, 25, 26, 27, 31, 32, 34, 41, 42, 43, 46, 47-1, 613, 916"
중구 유천동,21710,버드내아파트,22988,14783,1304,8001716,36.31863,127.392265,"316, 317, 608"
중구 유천동,21730,산성우성아파트,13081,25978,1776,8001855,36.311466,127.39393,"314, 318, 33-1, 33-2, 513, 615, 619"
중구 유천동,21660,서남부터미널기점,11198,174,3356,8001956,36.314888,127.387314,"113, 21, 22, 23, 24, 25, 26, 27, 31, 32, 34, 41, 42, 43, 46, 47-1, 608, 916"
중구 유천동,21840,서대전육교,49879,21258,3876,8001940,36.31901,127.40052,"119, 20, 2002, 201, 202, 314, 317, 608, 613"
중구 유천동,21690,서부종합시장,2655,6889,579,8001953,36.31545,127.39004,"113, 21, 22, 23, 24, 25, 26, 27, 31, 316, 32, 34, 41, 42, 43, 46, 47-1, 916"
중구 유천동,21700,서부종합시장,4270,1274,227,8001954,36.315086,127.39017,316
중구 유천동,21800,쌍용예가아파트,24348,5558,580,8002794,36.322586,127.39824,"318, 603"
중구 유천동,21790,유천2동주민센터,7441,14031,839,8002429,36.316727,127.3979,"314, 318"
중구 유천동,21810,유천2동주민센터,15860,4029,450,8002428,36.316223,127.39834,"314, 318"
중구 유천동,21760,유천네거리,1680,4844,113,8002430,36.32074,127.396484,318
중구 유천동,21780,유천네거리,6877,2008,337,8002431,36.32079,127.39676,318
중구 유천동,21750,유천동서대전농협,29496,29959,4716,8002432,36.317894,127.394745,"1, 119, 20, 201, 202, 317, 608, 613"
중구 유천동,21820,유천동현대아파트,32717,52964,3462,8002433,36.318836,127.39835,"1, 119, 20, 2002, 201, 202, 317, 608, 613"
중구 유천동,21770,유천시장,27173,29710,2716,8002434,36.31803,127.396645,"1, 119, 20, 201, 202, 317, 608, 613"
중구 유천동,21500,태평초등학교,3849,8438,294,8002797,36.321724,127.39432,"317, 603"
중구 유천동,21740,태평초등학교,10717,4804,221,8002796,36.32149,127.39439,"317, 603"
중구 문화동,22160,과례마을,1232,3264,16,8005526,36.311428,127.410805,317
중구 문화동,22170,과례마을,3876,1629,92,8001112,36.31142,127.41096,317
중구 문화동,21910,대문초등학교입구,3222,8946,8,8001354,36.305977,127.40072,311
중구 문화동,21920,대문초등학교입구,9635,3198,15,8001353,36.305733,127.40117,311
중구 문화동,22090,대전국제통상고,1935,6477,94,8001411,36.313187,127.40823,"317, 618"
중구 문화동,22120,대전국제통상고,8012,1617,149,8001410,36.313187,127.408516,"317, 618"
중구 문화동,22180,대전동부교육지원청,894,1997,8,8005586,36.314106,127.41113,317
중구 문화동,22190,대전동부교육지원청,2112,954,17,8002747,36.31403,127.41129,317
중구 문화동,22250,대전충남병무청,64858,74249,19471,8002733,36.322647,127.41511,"101, 103, 20, 2002, 201, 202, 30, 311, 314, 33-1, 33-2, 513, 608, 612, 613, 614, 622"
중구 문화동,21990,동산중고등학교,28933,30168,13712,8001539,36.31461,127.40472,"30, 311, 313, 315, 33-1, 33-2, 513, 615, 619"
중구 문화동,22000,동산중고등학교,36723,21240,9498,8001538,36.314426,127.40493,"30, 311, 313, 315, 33-1, 33-2, 513, 615, 619"
중구 문화동,22010,문화2동,1430,3672,25,8001662,36.3067,127.40576,311
중구 문화동,22030,문화2동,2029,1322,7,8001661,36.307014,127.40628,311
중구 문화동,21930,문화동.주공3단지후문,4563,28148,185,8001663,36.310715,127.401436,311
중구 문화동,22020,문화동삼익아파트,21722,16285,6066,8005646,36.318707,127.406296,"311, 317, 33-1, 33-2, 513, 618"
중구 문화동,21880,문화동주공아파트,1639,6920,56,8001664,36.31006,127.39845,"30, 313, 315"
중구 문화동,21890,문화동주공아파트,11200,1494,218,8001665,36.31043,127.39953,"30, 313, 315"
중구 문화동,21900,문화육교,5465,3723,232,8001666,36.312916,127.4001,"33-1, 33-2, 513, 615, 619"
중구 문화동,21940,문화주공삼거리,31540,1297,161,8001667,36.31089,127.40147,311
중구 문화동,21870,문화초등학교,17272,4850,1015,8001668,36.312126,127.39726,"314, 318, 33-1, 33-2, 513, 615, 619"
중구 문화동,22230,서대전네거리역1번출구,7387,10418,3422,8001930,36.321213,127.41367,"119, 30, 315"
중구 문화동,22150,서대전네거리역2번출구,82902,113503,20991,8001927,36.321434,127.409584,"1, 119, 20, 2002, 201, 202, 311, 314, 33-1, 33-2, 513, 608, 612, 613, 622"
중구 문화동,22040,서대전역네거리,85866,134009,28479,8001934,36.320564,127.406425,"1, 119, 20, 2002, 201, 202, 311, 314, 33-1, 33-2, 513, 608, 612, 613, 618, 622"
중구 문화동,22070,센트럴파크1단지,5127,9598,1058,8005562,36.316402,127.40724,"311, 317, 33-1, 33-2, 513, 618"
중구 문화동,22080,센트럴파크1단지,18969,7339,1716,8005561,36.3169,127.407295,"311, 317, 33-1, 33-2, 513, 618"
중구 문화동,22130,센트럴파크2단지,6327,6010,394,8002033,36.31631,127.409584,"30, 313, 315, 615, 619"
중구 문화동,22140,센트럴파크2단지,7737,6628,553,8002032,36.31571,127.40874,"30, 313, 315, 615, 619"
중구 문화동,21850,중구보건소,24945,2908,570,8002601,36.308167,127.39578,"30, 313, 315"
중구 문화동,21860,중구보건소,3756,13506,166,8002600,36.308456,127.39575,"30, 313, 315"
중구 문화동,21970,천근오거리,16690,2353,36,8002686,36.309452,127.403206,311
중구 문화동,21980,천근오거리,3216,10597,54,8002685,36.3093,127.403275,311
중구 문화동,21950,충남기계공고,750,5960,167,8002718,36.31178,127.40145,"30, 313, 315"
중구 문화동,21960,충남기계공고,7885,1917,499,8002719,36.31246,127.402214,"30, 311, 313, 315"
중구 문화동,22210,충남대학교병원,27184,28470,3407,8002724,36.31792,127.41389,"30, 313, 315, 317, 615, 619"
중구 문화동,22220,충남대학교병원,44432,25106,3759,8002723,36.31751,127.413574,"30, 313, 315, 317, 615, 619"
중구 문화동,22100,한국산업인력공단,6918,10704,748,8002878,36.31085,127.40816,"317, 618"
중구 문화동,22050,한밭도서관,13135,6454,554,8002927,36.3095,127.4071,311
중구 문화동,22060,한밭도서관,8599,12001,1618,8002926,36.30937,127.40727,311
중구 문화동,22110,한밭도서관,12165,7527,949,8002925,36.30991,127.40835,"317, 618"
중구 문화동,23140,한밭도서관후문,1941,1213,20,8002928,36.310387,127.41142,618
중구 문화동,23150,한밭도서관후문,1013,2072,40,8005922,36.31012,127.41141,618
중구 문화동,23230,홀트아동복지회관,620,562,7,8005977,36.313026,127.41435,618
중구 문화동,23640,홀트아동복지회관,331,643,8,8007327,36.312157,127.41382,618
중구 산성동,22320,머티네거리,4727,17115,2383,8001484,36.309193,127.38768,"115, 31, 312, 314, 316, 318, 32, 33-1, 33-2, 34, 513"
중구 산성동,22350,머티네거리,3005,3190,339,8001485,36.3101,127.38872,"615, 619"
중구 산성동,22360,머티네거리,2154,642,97,8001486,36.31141,127.38883,316
중구 산성동,22380,문성초등학교입구,24900,9982,3392,8001653,36.3103,127.390205,"314, 318, 33-1, 33-2, 513, 615, 619"
중구 산성동,22390,문성초등학교입구,7133,9656,1015,8001654,36.310802,127.39131,"314, 318, 33-1, 33-2, 513, 615, 619"
중구 산성동,23480,보성네거리,0,5,0,8007032,36.304214,127.39427,12055
중구 산성동,22440,보성초등학교,2714,11491,15,8001750,36.30538,127.39416,"311, 33-1"
중구 산성동,22280,산성네거리,17301,48932,9236,8001847,36.303757,127.386055,"115, 30, 301, 31, 311, 313, 315, 318, 32, 33-2, 34, 513"
중구 산성동,22290,산성네거리,57902,11262,22732,8001846,36.30329,127.386314,"115, 30, 301, 31, 311, 313, 315, 318, 32, 33-2, 34, 513"
중구 산성동,22400,산성동새마을회관,9752,1279,210,8001849,36.306236,127.39183,"30, 313, 315"
중구 산성동,22410,산성동새마을회관,1819,6211,83,8001850,36.306515,127.392075,"30, 313, 315"
중구 산성동,22300,산성동주민센터,19819,49098,11398,8001851,36.30615,127.38652,"115, 31, 312, 314, 316, 318, 32, 33-1, 33-2, 34, 513"
중구 산성동,22310,산성동주민센터,67371,16901,15600,8001852,36.306076,127.38686,"115, 31, 312, 314, 316, 318, 32, 33-1, 33-2, 34, 513"
중구 산성동,22330,산성시장,1473,18766,237,8001853,36.305336,127.38817,"30, 311, 313, 315, 33-1"
중구 산성동,22340,산성시장,16352,1732,1893,8001848,36.305172,127.388626,"30, 311, 313, 315, 33-1"
중구 산성동,22430,산성우성아파트,30665,10312,1685,8001854,36.311142,127.3937,"314, 318, 33-1, 33-2, 513, 615, 619"
중구 산성동,22370,서남부터미널,1013,3270,229,8001955,36.312706,127.389,"113, 21, 22, 23, 24, 25, 26, 27, 31, 316, 32, 34, 41, 42, 43, 46, 47-1, 916"
중구 산성동,21670,서남부터미널종점,907,3572,212,8003105,36.31194,127.38778,"113, 21, 22, 23, 24, 25, 26, 27, 31, 32, 34, 41, 42, 43, 46, 608, 916"
중구 산성동,22420,탑골입구,14120,2258,61,8002764,36.305153,127.39357,"311, 33-1"
중구 산성동,22260,한밭가든아파트,14649,11140,1294,8002915,36.30437,127.3835,"301, 312, 314, 316"
중구 산성동,22270,한밭가든아파트,24011,13776,7037,8002916,36.304638,127.384636,"301, 312, 314, 316"
중구 사정동,23430,대전보훈공원입구,15,0,0,8007037,36.2983,127.395065,12055
중구 사정동,23440,대전보훈공원입구,1,19,0,8007036,36.298214,127.39468,12055
중구 사정동,23450,백골삼거리,5,0,0,8007035,36.300045,127.393295,12055
중구 사정동,23460,백골삼거리,2,8,2,8007034,36.300137,127.39298,12055
중구 사정동,23630,사정공원,21,44,0,8007257,36.298557,127.405045,12055
중구 사정동,22510,사정교,357,5247,171,8005916,36.29575,127.38379,"312, 314, 316"
중구 사정동,22530,사정교,8763,1057,715,8005915,36.295982,127.38366,"312, 314, 316"
중구 사정동,22550,사정동,3091,25420,1259,8001828,36.29794,127.38467,"115, 30, 301, 31, 311, 313, 315, 318, 32, 33-2, 34, 513"
중구 사정동,22560,사정동,48349,6942,6722,8001827,36.297787,127.38488,"115, 30, 301, 31, 311, 313, 315, 318, 32, 33-2, 34, 513"
중구 사정동,22590,산성도서관,631,9625,135,8001436,36.295742,127.38675,"115, 30, 301, 31, 311, 314, 315, 318, 32, 33-2"
중구 사정동,22600,산성도서관,13145,1101,1612,8001437,36.295925,127.38716,"115, 30, 301, 31, 311, 314, 315, 318, 32, 33-2"
중구 사정동,22570,산성초등학교,2072,14708,655,8001856,36.300503,127.3855,"115, 30, 301, 31, 311, 313, 315, 318, 32, 33-2, 34, 513"
중구 사정동,22580,산성초등학교,16577,2245,1228,8001857,36.300632,127.385826,"115, 30, 301, 31, 311, 313, 315, 318, 32, 33-2, 34, 513"
중구 사정동,22630,상당,84,2699,24,8001894,36.294476,127.38923,"115, 30, 301, 31, 311, 314, 315, 318, 32, 33-2"
중구 사정동,22640,상당,3680,202,213,8001895,36.294456,127.38949,"115, 30, 301, 31, 311, 314, 315, 318, 32, 33-2"
중구 사정동,22650,오월드,6242,33,326,8001393,36.290104,127.39497,"115, 301, 311, 314, 315, 318, 33-1"
중구 사정동,23380,오월드,82,4877,13,8007031,36.290077,127.39558,"115, 301, 311, 314, 315, 318, 33-1"
중구 사정동,22740,오월드기점지,38,42,2,8007157,36.292747,127.3995,"115, 301, 311, 314, 315, 318"
중구 사정동,22610,오월드회전교차로,51,960,30,8001522,36.291527,127.38817,"115, 30, 301, 31, 311, 314, 315, 318, 32, 33-2"
중구 사정동,22620,오월드회전교차로,946,80,91,8001523,36.29127,127.38825,"115, 30, 301, 31, 311, 314, 315, 318, 32, 33-2"
중구 사정동,22500,우남스타원아파트,1348,10955,419,8002329,36.29316,127.38268,"312, 313, 316, 34, 513"
중구 사정동,22520,우남스타원아파트,6886,890,270,8002328,36.293278,127.383125,"312, 313, 316, 34, 513"
중구 사정동,23390,윗사정삼거리,330,4281,30,8007041,36.29263,127.39815,"115, 301, 311, 314, 315, 318, 33-1"
중구 사정동,23400,윗사정삼거리,2654,10,147,8007040,36.29278,127.397995,"115, 301, 311, 314, 315, 318, 33-1"
중구 사정동,23420,백골저수지,1,1,0,8007038,36.295815,127.3997, 33-1
중구 안영동,22460,농산물유통센터,892,13901,280,8001281,36.28877,127.38014,"312, 313, 316, 34, 513"
중구 안영동,22470,농산물유통센터,20342,1034,2042,8001280,36.28847,127.380196,"312, 313, 316, 34, 513"
중구 안영동,22730,샛고개,13,3,0,8001918,36.27125,127.37905,34
중구 안영동,23520,샛고개,1,35,0,8001917,36.271008,127.37876,34
중구 안영동,22680,안영교,320,2486,37,8002171,36.28519,127.376335,"313, 316, 34, 513"
중구 안영동,22690,안영교,171,103,16,8002172,36.285152,127.37655,"313, 316, 34, 513"
중구 안영동,22700,안영동검바위마을,116,121,11,8002173,36.27322,127.3772,34
중구 안영동,22480,한국효문화진흥원,13,904,1,8002682,36.285282,127.3804,"312, 313"
중구 안영동,22670,한빛고교,16,1107,10,8002938,36.28324,127.37591,"313, 316, 34, 513"
중구 안영동,22540,효문화마을/뿌리공원,1556,2654,181,8002509,36.28538,127.38376,"312, 313"
중구 안영동,22450,효문화마을입구,3485,91,164,8001812,36.286552,127.37853,"312, 313"
중구 안영동,22720,효문화마을입구,153,729,26,8001811,36.28638,127.3783,"312, 313"
중구 안영동,22710,안영동검바위마을,657,1178,64,8002174,36.273804,127.37731," 316, 513, 513,  316, 513"
중구 안영동,22490,창명빌라,18,14,1,9002683,36.285664,127.38008," 312, 313,  312, 313"
중구 안영동,22490,한국효문화진흥원,18,14,1,9002683,36.285664,127.38008," 312, 313,  312, 313"
중구 안영동,22660,한빛고교,5956,939,120,8002937,36.28315,127.37609," 316, 316, 34, 513,  316"
중구 무수동,23550,무수동,3,79,0,8005628,36.276955,127.40685,"33-1, 33-2"
중구 무수동,23560,무수동,138,0,1,8005627,36.276924,127.40698,"33-1, 33-2"
중구 무수동,23530,무수동입구,5,98,1,8005626,36.27708,127.402275,"33-1, 33-2"
중구 무수동,23540,무수동입구,86,1,0,8005625,36.27715,127.40226,"33-1, 33-2"
중구 구완동,23570,구완2교,3,140,2,8003064,36.27742,127.4217,"33-1, 33-2"
중구 구완동,3065,구완2교,318,118,0,8003065,36.277573,127.42152,"33-1, 33-2"
중구 침산동,22790,대전청소년수련마을,447,298,1,8005641,36.270885,127.39305,30
중구 침산동,23490,보문산교통광장,13,36,7,8070033,36.287434,127.39129,"30, 31, 32, 33-1, 33-2"
중구 침산동,23500,보문산교통광장,73,25,2,8070034,36.28766,127.39131,"30, 31, 32, 33-1, 33-2"
중구 침산동,23580,침산교/점말,52,73,2,8007215,36.27637,127.397285,30
중구 침산동,23590,침산교/점말,9,7,0,8007216,36.27634,127.397415,30
중구 침산동,23600,침산동,84,89,0,8007217,36.27371,127.396255,30
중구 침산동,23610,침산동,13,5,0,8007218,36.27363,127.396385,30
중구 침산동,22770,침산동입구,436,43,10,8002751,36.277416,127.39857,"30, 31, 32, 33-1, 33-2"
중구 침산동,22760,침산동입구,30,322,6,8002750,36.277416,127.39842," 31, 32, 33-1, 33-2,  30"
중구 목달동,22860,목달동,20,218,5,8001622,36.271717,127.40086,"30, 31, 32"
중구 목달동,22870,목달동,271,11,14,8001623,36.27171,127.40101,"30, 31, 32"
중구 목달동,23650,목달동/송곡가든,44,100,6,8007328,36.268944,127.40438,"31, 32"
중구 목달동,23660,목달동/송곡가든,19,3,0,8007329,36.26898,127.404816,"31, 32"
중구 목달동,22840,산서민원센터,4,35,2,8001843,36.275246,127.400246,"30, 31, 32"
중구 목달동,22850,산서민원센터,21,14,0,8001844,36.27535,127.400375,"30, 31, 32"
중구 목달동,22910,산서초등학교,466,561,6,8001845,36.26677,127.40827,"31, 32"
중구 정생동,22940,답적골,6,386,1,8001300,36.24613,127.40583,32
중구 정생동,22950,답적골,538,2,2,8001301,36.24609,127.40576,32
중구 정생동,22970,사기정골,15,304,1,8001816,36.24791,127.41037,"30, 31"
중구 정생동,22980,사기정골,271,66,0,8001815,36.248024,127.410484,"30, 31"
중구 정생동,22820,정생1동,142,517,9,8002560,36.256115,127.39937,"30, 31, 32"
중구 정생동,22830,정생1동,628,65,5,8002561,36.256176,127.3995,"30, 31, 32"
중구 정생동,22900,정생2동,198,57,3,8002563,36.25081,127.40685,"30, 31, 32"
중구 정생동,22960,정생2동,18,225,3,8002562,36.25069,127.40671,"30, 31, 32"
중구 정생동,22800,정생농협창고,15,307,0,8002564,36.258553,127.39826,"30, 31, 32"
중구 정생동,22810,정생농협창고,184,2,4,8002565,36.258682,127.39835,"30, 31, 32"
중구 정생동,22880,화곡,6,39,0,8002998,36.25397,127.40135,"30, 31, 32"
중구 정생동,22890,화곡,11,24,0,8002999,36.254017,127.40158,"30, 31, 32"
중구 어남동,22990,도리뫼,0,173,0,8001480,36.2329,127.407585,32
중구 어남동,23000,도리뫼,201,2,0,8001481,36.232903,127.407745,32
중구 어남동,23010,어남동,28,1032,1,8002194,36.21299,127.41244,32
중구 어남동,23020,어남동,15,3,0,8002199,36.212914,127.41247,32
중구 어남동,23030,증터,7,127,0,8002197,36.22241,127.416504,32
중구 어남동,23040,증터,62,0,0,8002198,36.22247,127.41655,32
중구 어남동,23050,한국무예연수원,5,210,0,8002876,36.21808,127.41758,32
중구 어남동,23060,한국무예연수원,1288,1,0,8002877,36.218197,127.417595,32
중구 금동,23110,금동,252,61,7,8001214,36.245865,127.42811,"30, 31"
중구 금동,23620,금동,45,113,0,8007219,36.245754,127.42814,"30, 31"
중구 금동,23690,금동이고개,13,13,0,8007449,36.246017,127.41792,"30, 31"
중구 금동,23700,금동이고개,3,23,1,8007450,36.245914,127.417984,"30, 31"
중구 금동,23090,금동종점,58,222,0,8001216,36.24563,127.42637,"30, 31"
중구 금동,23100,금동종점,193,22,1,8001215,36.24576,127.42661,"30, 31"
중구 금동,23070,모랭이,8,193,1,8001616,36.244854,127.421906,"30, 31"
중구 금동,23080,모랭이,209,22,0,8001615,36.24494,127.422035,"30, 31"
서구 복수동,30020,계룡아파트,15161,9470,1688,8002978,36.305378,127.37292,"216, 916"
서구 복수동,30030,대전과학기술대학교,21736,7755,178,8002977,36.304604,127.373245,301
서구 복수동,30050,대전과학기술대학교,5167,14208,600,8002976,36.30437,127.37378,301
서구 복수동,35150,대청병원,10644,2731,1170,8007246,36.30659,127.370605,"216, 301, 916"
서구 복수동,30060,목화아파트,7676,6326,382,8001648,36.307755,127.373795,"216, 916"
서구 복수동,30150,복수동사정교,10792,1223,189,8005914,36.297802,127.37948,"312, 314, 316"
서구 복수동,34850,복수동사정교,1215,5772,54,8070007,36.29722,127.38001,"312, 314, 316"
